"COURSEID","ENROLLED","GES","INSTRUCTOR","MAXENROLL","QUARTER","SECTION","STATUS"
"CMPSC     5A -1","0","C (L&S), QNT (L&S)","CONRAD P T","150","20254","0100",""
"CMPSC     5A -1","0","C (L&S), QNT (L&S)","","38","20254","0101",""
"CMPSC     5A -1","0","C (L&S), QNT (L&S)","","37","20254","0102",""
"CMPSC     5A -1","0","C (L&S), QNT (L&S)","","38","20254","0103",""
"CMPSC     5A -1","0","C (L&S), QNT (L&S)","","37","20254","0104",""
"CMPSC     8  -1","0","C (L&S), QNT (L&S)","KHARITONOVA Y","150","20254","0100",""
"CMPSC     8  -1","0","C (L&S), QNT (L&S)","","25","20254","0101",""
"CMPSC     8  -1","0","C (L&S), QNT (L&S)","","25","20254","0102",""
"CMPSC     8  -1","0","C (L&S), QNT (L&S)","","25","20254","0103",""
"CMPSC     8  -1","0","C (L&S), QNT (L&S)","","25","20254","0104",""
"CMPSC     8  -1","0","C (L&S), QNT (L&S)","","25","20254","0105",""
"CMPSC     8  -1","0","C (L&S), QNT (L&S)","","25","20254","0106",""
"CMPSC     8  -2","0","C (L&S), QNT (L&S)","KHARITONOVA Y","100","20254","0200",""
"CMPSC     8  -2","0","C (L&S), QNT (L&S)","","33","20254","0201",""
"CMPSC     8  -2","0","C (L&S), QNT (L&S)","","33","20254","0202",""
"CMPSC     8  -2","0","C (L&S), QNT (L&S)","","34","20254","0203",""
"CMPSC     9  -1","0","","WANG R K","200","20254","0100",""
"CMPSC     9  -1","0","","","34","20254","0101",""
"CMPSC     9  -1","0","","","34","20254","0102",""
"CMPSC     9  -1","0","","","33","20254","0103",""
"CMPSC     9  -1","0","","","33","20254","0104",""
"CMPSC     9  -1","0","","","33","20254","0105",""
"CMPSC     9  -1","0","","","33","20254","0106",""
"CMPSC    16  -1","0","","MAJEDI M","150","20254","0100",""
"CMPSC    16  -1","0","","","25","20254","0103",""
"CMPSC    16  -1","0","","","25","20254","0104",""
"CMPSC    16  -1","0","","","25","20254","0105",""
"CMPSC    16  -1","0","","","25","20254","0106",""
"CMPSC    16  -1","0","","","25","20254","0107","Closed"
"CMPSC    16  -1","0","","","25","20254","0108","Closed"
"CMPSC    16  -2","0","","MAJEDI M","100","20254","0200",""
"CMPSC    16  -2","0","","","33","20254","0201",""
"CMPSC    16  -2","0","","","33","20254","0202",""
"CMPSC    16  -2","0","","","34","20254","0203",""
"CMPSC    24  -1","0","","BOYLAND P","150","20254","0100",""
"CMPSC    24  -1","0","","","37","20254","0101",""
"CMPSC    24  -1","0","","","38","20254","0102",""
"CMPSC    24  -1","0","","","37","20254","0103",""
"CMPSC    24  -1","0","","","38","20254","0104",""
"CMPSC    32  -1","0","","NASIR N","130","20254","0100",""
"CMPSC    32  -1","0","","","33","20254","0101",""
"CMPSC    32  -1","0","","","32","20254","0102",""
"CMPSC    32  -1","0","","","33","20254","0103",""
"CMPSC    32  -1","0","","","32","20254","0104",""
"CMPSC    40  -1","0","","MATNI Z A","145","20254","0100",""
"CMPSC    40  -1","0","","","36","20254","0101",""
"CMPSC    40  -1","0","","","37","20254","0102",""
"CMPSC    40  -1","0","","","36","20254","0103",""
"CMPSC    40  -1","0","","","36","20254","0104",""
"CMPSC    99  -1","0","","","5","20254","0100",""
"CMPSC   110  -1","0","","MATNI Z A","50","20254","0100",""
"CMPSC   111  -1","0","","GIBOU F G","150","20254","0100",""
"CMPSC   111  -1","0","","","38","20254","0101",""
"CMPSC   111  -1","0","","","38","20254","0102",""
"CMPSC   111  -1","0","","","37","20254","0103",""
"CMPSC   111  -1","0","","","37","20254","0104",""
"CMPSC   130A -1","0","","VIGODA E J","147","20254","0100",""
"CMPSC   130A -1","0","","","38","20254","0101",""
"CMPSC   130A -1","0","","","36","20254","0102",""
"CMPSC   130A -1","0","","","37","20254","0103",""
"CMPSC   130A -1","0","","","36","20254","0104",""
"CMPSC   132  -1","0","","LOKSHTANOV D","150","20254","0100",""
"CMPSC   132  -1","0","","","37","20254","0101",""
"CMPSC   132  -1","0","","","38","20254","0102",""
"CMPSC   132  -1","0","","","37","20254","0103",""
"CMPSC   132  -1","0","","","38","20254","0104",""
"CMPSC   138  -1","0","","BULTAN T","147","20254","0100",""
"CMPSC   138  -1","0","","","36","20254","0101",""
"CMPSC   138  -1","0","","","37","20254","0102",""
"CMPSC   138  -1","0","","","36","20254","0103",""
"CMPSC   138  -1","0","","","38","20254","0104",""
"CMPSC   153A -1","0","","BREWER F","15","20254","0100",""
"CMPSC   153A -1","0","","","4","20254","0101",""
"CMPSC   153A -1","0","","","4","20254","0102",""
"CMPSC   153A -1","0","","","4","20254","0103",""
"CMPSC   153A -1","0","","","3","20254","0104",""
"CMPSC   156  -1","0","","CONRAD P T","88","20254","0100",""
"CMPSC   156  -1","0","","","44","20254","0101",""
"CMPSC   156  -1","0","","","44","20254","0102",""
"CMPSC   160  -1","0","","HARDEKOPF B C","100","20254","0100",""
"CMPSC   160  -1","0","","","33","20254","0101",""
"CMPSC   160  -1","0","","","33","20254","0102",""
"CMPSC   160  -1","0","","","34","20254","0103",""
"CMPSC   165A -1","0","","YAN X","150","20254","0100",""
"CMPSC   165A -1","0","","","38","20254","0101",""
"CMPSC   165A -1","0","","","37","20254","0102",""
"CMPSC   165A -1","0","","","38","20254","0103",""
"CMPSC   165A -1","0","","","37","20254","0104",""
"CMPSC   170  -1","0","","KRUEGEL C I","120","20254","0100",""
"CMPSC   170  -1","0","","","30","20254","0101",""
"CMPSC   170  -1","0","","","30","20254","0102",""
"CMPSC   170  -1","0","","","30","20254","0103",""
"CMPSC   170  -1","0","","","30","20254","0104",""
"CMPSC   171  -1","0","","EL ABBADI A","150","20254","0100",""
"CMPSC   171  -1","0","","","38","20254","0101",""
"CMPSC   171  -1","0","","","37","20254","0102",""
"CMPSC   171  -1","0","","","38","20254","0103",""
"CMPSC   171  -1","0","","","37","20254","0104",""
"CMPSC   176A -1","0","","NASIR N","150","20254","0100",""
"CMPSC   176A -1","0","","","37","20254","0101",""
"CMPSC   176A -1","0","","","38","20254","0102",""
"CMPSC   176A -1","0","","","37","20254","0103",""
"CMPSC   176A -1","0","","","38","20254","0104",""
"CMPSC   181  -1","0","","MANJUNATH B S","50","20254","0100",""
"CMPSC   181  -1","0","","","9","20254","0101",""
"CMPSC   181  -1","0","","","9","20254","0102",""
"CMPSC   181  -1","0","","","8","20254","0103",""
"CMPSC   181  -1","0","","","8","20254","0104",""
"CMPSC   181  -1","0","","","8","20254","0105",""
"CMPSC   181  -1","0","","","8","20254","0106",""
"CMPSC   189A -1","0","","MALKHI D","20","20254","0100",""
"CMPSC   189A -1","0","","","20","20254","0101",""
"CMPSC   190A -1","0","","","120","20254","0100",""
"CMPSC   190A -1","0","","","30","20254","0101",""
"CMPSC   190A -1","0","","","30","20254","0102",""
"CMPSC   190A -1","0","","","30","20254","0103",""
"CMPSC   190A -1","0","","","30","20254","0104",""
"CMPSC   190DD-1","0","","COBURN K M","30","20254","0100","Closed"
"CMPSC   190DD-1","0","","","10","20254","0101",""
"CMPSC   190DD-1","0","","","10","20254","0102",""
"CMPSC   190DD-1","0","","","10","20254","0103",""
"CMPSC   190I -1","0","","CHANG SHIYU","120","20254","0100",""
"CMPSC   190I -1","0","","","30","20254","0101",""
"CMPSC   190I -1","0","","","30","20254","0102",""
"CMPSC   190I -1","0","","","30","20254","0103",""
"CMPSC   190I -1","0","","","30","20254","0104",""
"CMPSC   190J -1","0","","KRISHNAGOPAL","113","20254","0100",""
"CMPSC   190J -1","0","","","28","20254","0101",""
"CMPSC   190J -1","0","","","28","20254","0102",""
"CMPSC   190J -1","0","","","28","20254","0103",""
"CMPSC   190J -1","0","","","29","20254","0104",""
"CMPSC   190N -1","0","","FENG YU","150","20254","0100",""
"CMPSC   190N -1","0","","","38","20254","0101",""
"CMPSC   190N -1","0","","","37","20254","0102",""
"CMPSC   190N -1","0","","","38","20254","0103",""
"CMPSC   190N -1","0","","","37","20254","0104",""
"CMPSC   192  -1","0","","","10","20254","0100",""
"CMPSC   193  -1","0","","","10","20254","0100",""
"CMPSC   196  -1","0","","","10","20254","0100",""
"CMPSC   199  -1","0","","","10","20254","0100",""
"CMPSC   211A -1","0","","CHANDRASEKARA","10","20254","0100",""
"CMPSC   211D -1","0","","ATZBERGER P J","10","20254","0100",""
"CMPSC   235  -1","0","","SURI S","35","20254","0100",""
"CMPSC   263  -1","0","","KRINTZ C","35","20254","0100",""
"CMPSC   270  -1","0","","WOLSKI R M","35","20254","0100",""
"CMPSC   279  -1","0","","VIGNA G","35","20254","0100",""
"CMPSC   291A -1","0","","YANG T","35","20254","0100",""
"CMPSC   291A -2","0","","KRISHNAGOPAL","35","20254","0200",""
"CMPSC   291A -3","0","","","35","20254","0300",""
"CMPSC   292F -1","0","","PREISS J A","35","20254","0100",""
"CMPSC   292F -2","0","","SU J","35","20254","0200",""
"CMPSC   293A -1","0","","NIU M Y","35","20254","0100",""
"CMPSC   501  -1","0","","LOKSHTANOV D","100","20254","0100",""
"CMPSC   502  -1","0","","AGRAWAL D","100","20254","0100",""
"CMPSC   592  -1","0","","TEEL A R","5","20254","0100",""
"CMPSC   596  -1","0","","","40","20254","0100",""
"CMPSC   597  -1","0","","","40","20254","0100",""
"CMPSC   598  -1","0","","","40","20254","0100",""
"CMPSC   599  -1","0","","","40","20254","0100",""
"ANTH      3  -1","0","NWC (L&S), WRT (ENGR), WRT (L&S), D (L&S), D (ENGR), NWC (ENGR)","SMITH S T","425","20254","0100",""
"ANTH      3  -1","0","NWC (L&S), WRT (ENGR), WRT (L&S), D (L&S), D (ENGR), NWC (ENGR)","","25","20254","0101",""
"ANTH      3  -1","0","NWC (L&S), WRT (ENGR), WRT (L&S), D (L&S), D (ENGR), NWC (ENGR)","","25","20254","0102",""
"ANTH      3  -1","0","NWC (L&S), WRT (ENGR), WRT (L&S), D (L&S), D (ENGR), NWC (ENGR)","","25","20254","0103",""
"ANTH      3  -1","0","NWC (L&S), WRT (ENGR), WRT (L&S), D (L&S), D (ENGR), NWC (ENGR)","","25","20254","0104",""
"ANTH      3  -1","0","NWC (L&S), WRT (ENGR), WRT (L&S), D (L&S), D (ENGR), NWC (ENGR)","","25","20254","0105",""
"ANTH      3  -1","0","NWC (L&S), WRT (ENGR), WRT (L&S), D (L&S), D (ENGR), NWC (ENGR)","","25","20254","0106",""
"ANTH      3  -1","0","NWC (L&S), WRT (ENGR), WRT (L&S), D (L&S), D (ENGR), NWC (ENGR)","","25","20254","0107",""
"ANTH      3  -1","0","NWC (L&S), WRT (ENGR), WRT (L&S), D (L&S), D (ENGR), NWC (ENGR)","","25","20254","0108",""
"ANTH      3  -1","0","NWC (L&S), WRT (ENGR), WRT (L&S), D (L&S), D (ENGR), NWC (ENGR)","","25","20254","0109",""
"ANTH      3  -1","0","NWC (L&S), WRT (ENGR), WRT (L&S), D (L&S), D (ENGR), NWC (ENGR)","","25","20254","0110",""
"ANTH      3  -1","0","NWC (L&S), WRT (ENGR), WRT (L&S), D (L&S), D (ENGR), NWC (ENGR)","","25","20254","0111",""
"ANTH      3  -1","0","NWC (L&S), WRT (ENGR), WRT (L&S), D (L&S), D (ENGR), NWC (ENGR)","","25","20254","0112",""
"ANTH      3  -1","0","NWC (L&S), WRT (ENGR), WRT (L&S), D (L&S), D (ENGR), NWC (ENGR)","","25","20254","0113",""
"ANTH      3  -1","0","NWC (L&S), WRT (ENGR), WRT (L&S), D (L&S), D (ENGR), NWC (ENGR)","","25","20254","0114",""
"ANTH      3  -1","0","NWC (L&S), WRT (ENGR), WRT (L&S), D (L&S), D (ENGR), NWC (ENGR)","","25","20254","0115",""
"ANTH      3  -1","0","NWC (L&S), WRT (ENGR), WRT (L&S), D (L&S), D (ENGR), NWC (ENGR)","","25","20254","0116",""
"ANTH      3  -1","0","NWC (L&S), WRT (ENGR), WRT (L&S), D (L&S), D (ENGR), NWC (ENGR)","","25","20254","0117",""
"ANTH      5  -1","0","C (L&S)","THOMPSON GONZ","500","20254","0100",""
"ANTH      5  -1","0","C (L&S)","","25","20254","0101",""
"ANTH      5  -1","0","C (L&S)","","25","20254","0102",""
"ANTH      5  -1","0","C (L&S)","","25","20254","0103",""
"ANTH      5  -1","0","C (L&S)","","25","20254","0104",""
"ANTH      5  -1","0","C (L&S)","","25","20254","0105",""
"ANTH      5  -1","0","C (L&S)","","25","20254","0107",""
"ANTH      5  -1","0","C (L&S)","","25","20254","0108",""
"ANTH      5  -1","0","C (L&S)","","25","20254","0109",""
"ANTH      5  -1","0","C (L&S)","","25","20254","0112","Closed"
"ANTH      5  -1","0","C (L&S)","","25","20254","0113",""
"ANTH      5  -1","0","C (L&S)","","25","20254","0114",""
"ANTH      5  -1","0","C (L&S)","","25","20254","0115",""
"ANTH      5  -1","0","C (L&S)","","25","20254","0116",""
"ANTH      5  -1","0","C (L&S)","","25","20254","0117","Closed"
"ANTH      5  -1","0","C (L&S)","","25","20254","0118","Closed"
"ANTH      5  -1","0","C (L&S)","","25","20254","0119",""
"ANTH      5  -1","0","C (L&S)","","25","20254","0120","Closed"
"ANTH      5  -1","0","C (L&S)","","25","20254","0121",""
"ANTH      5  -1","0","C (L&S)","","25","20254","0122",""
"ANTH      5  -1","0","C (L&S)","","25","20254","0123",""
"ANTH     99  -1","0","","","35","20254","0100",""
"ANTH    113  -1","0","","SALDIVAR TANA","80","20254","0100",""
"ANTH    116A -1","0","WRT (ENGR), WRT (L&S)","BANACH M","40","20254","0100",""
"ANTH    125  -1","0","","PACHECO R","40","20254","0100",""
"ANTH    129  -1","0","","SALDIVAR TANA","30","20254","0100",""
"ANTH    133  -1","0","","VANDERWARKER","95","20254","0100",""
"ANTH    147  -1","0","","WALSH C","40","20254","0100","Closed"
"ANTH    152  -1","0","","HOELLE J A","36","20254","0100",""
"ANTH    170  -1","0","","LAWSON D W","100","20254","0100",""
"ANTH    178  -1","0","","VANDERWARKER","15","20254","0100",""
"ANTH    183  -1","0","","VANDERWARKER","15","20254","0100",""
"ANTH    189  -1","0","","MCCLURE S B","75","20254","0100",""
"ANTH    189  -1","0","","","25","20254","0101",""
"ANTH    189  -1","0","","","25","20254","0102",""
"ANTH    189  -1","0","","","25","20254","0103",""
"ANTH    190  -1","0","","","15","20254","0100",""
"ANTH    194  -1","0","","","10","20254","0100",""
"ANTH    194P -1","0","","","10","20254","0100",""
"ANTH    195B -1","0","","","15","20254","0100",""
"ANTH    195C -1","0","","","15","20254","0100",""
"ANTH    198  -1","0","","","15","20254","0100",""
"ANTH    199  -1","0","","","50","20254","0100",""
"ANTH    199RA-1","0","","","50","20254","0100",""
"ANTH    201A -1","0","","MCCLURE S B","0","20254","0100",""
"ANTH    233  -1","0","","JARADA M M","0","20254","0100",""
"ANTH    240A -1","0","","PACHECO R","0","20254","0100",""
"ANTH    245IA-1","0","","GURVEN M D","0","20254","0100",""
"ANTH    501  -1","0","","","15","20254","0100",""
"ANTH    594  -1","0","","","15","20254","0100",""
"ANTH    596  -1","0","","","20","20254","0100",""
"ANTH    597  -1","0","","","15","20254","0100",""
"ANTH    598  -1","0","","","15","20254","0100",""
"ANTH    599  -1","0","","","20","20254","0100",""
"ART  CS  15  -1","0","","IGNON M E","12","20254","0100",""
"ART  CS 101  -1","0","","PITCHER H","9","20254","0100",""
"ART  CS 105  -1","0","","DJOUINI I","10","20254","0100",""
"ART  CS 107  -1","0","","GARCIA K","12","20254","0100",""
"ART  CS 112  -1","0","","PITCHER H","9","20254","0100",""
"ART  CS 112  -2","0","","","0","20254","0200",""
"ART  CS 199  -1","0","","","1","20254","0100",""
"ART  CS 199  -2","0","","","1","20254","0200",""
"ART  CS 199  -3","0","","","1","20254","0300",""
"ART  CS 199  -4","0","","","0","20254","0400",""
"ART  CS 199  -5","0","","","0","20254","0500",""
"ART  CS 199  -6","0","","","0","20254","0600",""
"ART  CS 199  -7","0","","","0","20254","0700",""
"ART  CS 199  -8","0","","","0","20254","0800",""
"ART  CS 199  -9","0","","","0","20254","0900",""
"ARTHI     6H -1","0","F (L&S), WRT (L&S), F (ENGR), WRT (ENGR), NWC (L&S), NWC (ENGR)","BOSWELL A M","200","20254","0100",""
"ARTHI     6H -1","0","F (L&S), WRT (L&S), F (ENGR), WRT (ENGR), NWC (L&S), NWC (ENGR)","","25","20254","0101",""
"ARTHI     6H -1","0","F (L&S), WRT (L&S), F (ENGR), WRT (ENGR), NWC (L&S), NWC (ENGR)","","25","20254","0102",""
"ARTHI     6H -1","0","F (L&S), WRT (L&S), F (ENGR), WRT (ENGR), NWC (L&S), NWC (ENGR)","","25","20254","0103",""
"ARTHI     6H -1","0","F (L&S), WRT (L&S), F (ENGR), WRT (ENGR), NWC (L&S), NWC (ENGR)","","25","20254","0104",""
"ARTHI     6H -1","0","F (L&S), WRT (L&S), F (ENGR), WRT (ENGR), NWC (L&S), NWC (ENGR)","","25","20254","0105",""
"ARTHI     6H -1","0","F (L&S), WRT (L&S), F (ENGR), WRT (ENGR), NWC (L&S), NWC (ENGR)","","25","20254","0106",""
"ARTHI     6H -1","0","F (L&S), WRT (L&S), F (ENGR), WRT (ENGR), NWC (L&S), NWC (ENGR)","","25","20254","0107",""
"ARTHI     6H -1","0","F (L&S), WRT (L&S), F (ENGR), WRT (ENGR), NWC (L&S), NWC (ENGR)","","25","20254","0108",""
"ARTHI     6L -1","0","E (L&S), F (L&S), WRT (L&S), E (ENGR), F (ENGR), WRT (ENGR)","WHITE J S","200","20254","0100",""
"ARTHI     6L -1","0","E (L&S), F (L&S), WRT (L&S), E (ENGR), F (ENGR), WRT (ENGR)","","25","20254","0101",""
"ARTHI     6L -1","0","E (L&S), F (L&S), WRT (L&S), E (ENGR), F (ENGR), WRT (ENGR)","","25","20254","0102",""
"ARTHI     6L -1","0","E (L&S), F (L&S), WRT (L&S), E (ENGR), F (ENGR), WRT (ENGR)","","25","20254","0103",""
"ARTHI     6L -1","0","E (L&S), F (L&S), WRT (L&S), E (ENGR), F (ENGR), WRT (ENGR)","","25","20254","0104",""
"ARTHI     6L -1","0","E (L&S), F (L&S), WRT (L&S), E (ENGR), F (ENGR), WRT (ENGR)","","25","20254","0105",""
"ARTHI     6L -1","0","E (L&S), F (L&S), WRT (L&S), E (ENGR), F (ENGR), WRT (ENGR)","","25","20254","0106",""
"ARTHI     6L -1","0","E (L&S), F (L&S), WRT (L&S), E (ENGR), F (ENGR), WRT (ENGR)","","25","20254","0107",""
"ARTHI     6L -1","0","E (L&S), F (L&S), WRT (L&S), E (ENGR), F (ENGR), WRT (ENGR)","","25","20254","0108",""
"ARTHI   105R -1","0","","BADAMO H A","60","20254","0100",""
"ARTHI   115E -1","0","E (ENGR), E (L&S)","PAUL C","60","20254","0100",""
"ARTHI   119G -1","0","F (L&S), F (ENGR)","BARND N B","60","20254","0100",""
"ARTHI   127B -1","0","F (L&S), NWC (L&S), F (ENGR), NWC (ENGR)","OGBECHIE S O","60","20254","0100",""
"ARTHI   136C -1","0","F (L&S), F (ENGR)","WHITE J S","35","20254","0100",""
"ARTHI   136M -1","0","F (ENGR), F (L&S)","WELTER V W","60","20254","0100",""
"ARTHI   139A -1","0","","GARNIER C R","60","20254","0100",""
"ARTHI   142E -1","0","","WITTMAN R K","60","20254","0100",""
"ARTHI   186SR-1","0","","WITTMAN R K","15","20254","0100",""
"ARTHI   186SV-1","0","","WELTER V W","10","20254","0100",""
"ARTHI   187A -1","0","","BOSWELL A M","15","20254","0100",""
"ARTHI   187B -1","0","WRT (L&S), WRT (ENGR)","PAUL C","15","20254","0100",""
"ARTHI   192A -1","0","","RITTER G","10","20254","0100",""
"ARTHI   192B -1","0","","RITTER G","10","20254","0100",""
"ARTHI   192C -1","0","","SORKIN JENNI","5","20254","0100",""
"ARTHI   192D -1","0","","PAUL C","10","20254","0100",""
"ARTHI   192E -1","0","","PAUL C","5","20254","0100",""
"ARTHI   199  -1","0","","","10","20254","0100",""
"ARTHI   199RA-1","0","","","5","20254","0100",""
"ARTHI   261A -1","0","","GARNIER C R","10","20254","0100",""
"ARTHI   295  -1","0","","","10","20254","0100",""
"ARTHI   500  -1","0","","","10","20254","0100",""
"ARTHI   595  -1","0","","","10","20254","0100",""
"ARTHI   596  -1","0","","","15","20254","0100",""
"ARTHI   597  -1","0","","","10","20254","0100",""
"ARTHI   598  -1","0","","","10","20254","0100",""
"ARTHI   599  -1","0","","","10","20254","0100",""
"AS AM     1  -1","0","AMH (UCSB), ETH (L&S), ETH (ENGR), ETH (CRST), D (ENGR), D (L&S)","PARK L S","360","20254","0100",""
"AS AM     1  -1","0","AMH (UCSB), ETH (L&S), ETH (ENGR), ETH (CRST), D (ENGR), D (L&S)","","24","20254","0101",""
"AS AM     1  -1","0","AMH (UCSB), ETH (L&S), ETH (ENGR), ETH (CRST), D (ENGR), D (L&S)","","24","20254","0102",""
"AS AM     1  -1","0","AMH (UCSB), ETH (L&S), ETH (ENGR), ETH (CRST), D (ENGR), D (L&S)","","24","20254","0103",""
"AS AM     1  -1","0","AMH (UCSB), ETH (L&S), ETH (ENGR), ETH (CRST), D (ENGR), D (L&S)","","24","20254","0104",""
"AS AM     1  -1","0","AMH (UCSB), ETH (L&S), ETH (ENGR), ETH (CRST), D (ENGR), D (L&S)","","24","20254","0105",""
"AS AM     1  -1","0","AMH (UCSB), ETH (L&S), ETH (ENGR), ETH (CRST), D (ENGR), D (L&S)","","24","20254","0106",""
"AS AM     1  -1","0","AMH (UCSB), ETH (L&S), ETH (ENGR), ETH (CRST), D (ENGR), D (L&S)","","24","20254","0107",""
"AS AM     1  -1","0","AMH (UCSB), ETH (L&S), ETH (ENGR), ETH (CRST), D (ENGR), D (L&S)","","24","20254","0108",""
"AS AM     1  -1","0","AMH (UCSB), ETH (L&S), ETH (ENGR), ETH (CRST), D (ENGR), D (L&S)","","24","20254","0109",""
"AS AM     1  -1","0","AMH (UCSB), ETH (L&S), ETH (ENGR), ETH (CRST), D (ENGR), D (L&S)","","24","20254","0110",""
"AS AM     1  -1","0","AMH (UCSB), ETH (L&S), ETH (ENGR), ETH (CRST), D (ENGR), D (L&S)","","24","20254","0111",""
"AS AM     1  -1","0","AMH (UCSB), ETH (L&S), ETH (ENGR), ETH (CRST), D (ENGR), D (L&S)","","24","20254","0112",""
"AS AM     1  -1","0","AMH (UCSB), ETH (L&S), ETH (ENGR), ETH (CRST), D (ENGR), D (L&S)","","24","20254","0113",""
"AS AM     1  -1","0","AMH (UCSB), ETH (L&S), ETH (ENGR), ETH (CRST), D (ENGR), D (L&S)","","24","20254","0114",""
"AS AM     1  -1","0","AMH (UCSB), ETH (L&S), ETH (ENGR), ETH (CRST), D (ENGR), D (L&S)","","24","20254","0115",""
"AS AM     2  -1","0","AMH (UCSB), ETH (L&S), ETH (ENGR), ETH (CRST), D (ENGR), D (L&S)","PARK J S W","206","20254","0100",""
"AS AM     2  -1","0","AMH (UCSB), ETH (L&S), ETH (ENGR), ETH (CRST), D (ENGR), D (L&S)","","23","20254","0101",""
"AS AM     2  -1","0","AMH (UCSB), ETH (L&S), ETH (ENGR), ETH (CRST), D (ENGR), D (L&S)","","23","20254","0102",""
"AS AM     2  -1","0","AMH (UCSB), ETH (L&S), ETH (ENGR), ETH (CRST), D (ENGR), D (L&S)","","23","20254","0103",""
"AS AM     2  -1","0","AMH (UCSB), ETH (L&S), ETH (ENGR), ETH (CRST), D (ENGR), D (L&S)","","23","20254","0104",""
"AS AM     2  -1","0","AMH (UCSB), ETH (L&S), ETH (ENGR), ETH (CRST), D (ENGR), D (L&S)","","23","20254","0105",""
"AS AM     2  -1","0","AMH (UCSB), ETH (L&S), ETH (ENGR), ETH (CRST), D (ENGR), D (L&S)","","23","20254","0106",""
"AS AM     2  -1","0","AMH (UCSB), ETH (L&S), ETH (ENGR), ETH (CRST), D (ENGR), D (L&S)","","23","20254","0107",""
"AS AM     2  -1","0","AMH (UCSB), ETH (L&S), ETH (ENGR), ETH (CRST), D (ENGR), D (L&S)","","23","20254","0108",""
"AS AM     2  -1","0","AMH (UCSB), ETH (L&S), ETH (ENGR), ETH (CRST), D (ENGR), D (L&S)","","22","20254","0109",""
"AS AM     2  -1","0","AMH (UCSB), ETH (L&S), ETH (ENGR), ETH (CRST), D (ENGR), D (L&S)","PARK J S W","10","20254","0110",""
"AS AM     2H -1","0","","PARK J S W","10","20254","0100",""
"AS AM    11  -1","0","D (L&S), ETH (L&S), D (ENGR), ETH (ENGR), ETH (CRST)","","72","20254","0100",""
"AS AM    11  -1","0","D (L&S), ETH (L&S), D (ENGR), ETH (ENGR), ETH (CRST)","","24","20254","0101",""
"AS AM    11  -1","0","D (L&S), ETH (L&S), D (ENGR), ETH (ENGR), ETH (CRST)","","24","20254","0102",""
"AS AM    11  -1","0","D (L&S), ETH (L&S), D (ENGR), ETH (ENGR), ETH (CRST)","","24","20254","0103",""
"AS AM   100EE-1","0","","NINH E K","45","20254","0100",""
"AS AM   118  -1","0","F (L&S), ETH (L&S), F (ENGR), ETH (ENGR), ETH (CRST)","CHO A","45","20254","0100",""
"AS AM   122  -1","0","WRT (L&S), WRT (ENGR), G (L&S), G (ENGR)","NINH E K","45","20254","0100",""
"AS AM   127  -1","0","ETH (L&S), ETH (ENGR), ETH (CRST), F (L&S), F (ENGR)","CHO A","45","20254","0100",""
"AS AM   136  -1","0","D (L&S), ETH (L&S), WRT (L&S), D (ENGR), ETH (ENGR), WRT (ENGR), ETH (CRST)","","45","20254","0100",""
"AS AM   137  -1","0","WRT (ENGR), ETH (CRST), ETH (ENGR), ETH (L&S), D (ENGR), D (L&S), WRT (L&S)","ZULUETA B C","45","20254","0100",""
"AS AM   156  -1","0","D (L&S), ETH (L&S), D (ENGR), ETH (ENGR), ETH (CRST), ETH (CRST)","PARK J S W","45","20254","0100",""
"AS AM   160  -1","0","ETH (L&S), ETH (ENGR), ETH (CRST)","LIEN P","45","20254","0100",""
"AS AM   199  -1","0","","","10","20254","0100",""
"AS AM   199RA-1","0","","","10","20254","0100",""
"ASTRO     1  -1","0","QNT (L&S), C (L&S)","","286","20254","0100",""
"ASTRO     1  -1","0","QNT (L&S), C (L&S)","","45","20254","0101","Closed"
"ASTRO     1  -1","0","QNT (L&S), C (L&S)","","45","20254","0102",""
"ASTRO     1  -1","0","QNT (L&S), C (L&S)","","45","20254","0103",""
"ASTRO     1  -1","0","QNT (L&S), C (L&S)","","45","20254","0104",""
"ASTRO     1  -1","0","QNT (L&S), C (L&S)","","45","20254","0105",""
"ASTRO     1  -1","0","QNT (L&S), C (L&S)","","45","20254","0106","Closed"
"ASTRO     1  -1","0","QNT (L&S), C (L&S)","","45","20254","0107","Closed"
"BIOL CS  10  -1","0","","LATTO J G, KURIS A M, DONHAM C D","20","20254","0100",""
"BIOL CS  12  -1","0","","FEINSTEIN S D","30","20254","0100",""
"BIOL CS 199  -1","0","","","1","20254","0100",""
"BIOL CS 199  -2","0","","","1","20254","0200",""
"BIOL CS 199  -3","0","","","2","20254","0300",""
"BIOL CS 199  -4","0","","","1","20254","0400",""
"BIOL CS 199  -5","0","","","1","20254","0500",""
"BIOL CS 199  -6","0","","","1","20254","0600",""
"BIOL CS 199  -7","0","","","1","20254","0700",""
"BIOL CS 199  -8","0","","","0","20254","0800",""
"BIOL CS 199  -9","0","","","0","20254","0900",""
"BIOL CS 199  -10","0","","","0","20254","1000",""
"BL ST     2  -1","0","","ALVES J A","100","20254","0100",""
"BL ST     2  -1","0","","","17","20254","0101",""
"BL ST     2  -1","0","","","17","20254","0102",""
"BL ST     2  -1","0","","","18","20254","0103",""
"BL ST     2  -1","0","","","17","20254","0104",""
"BL ST     2  -1","0","","","17","20254","0105",""
"BL ST     2  -1","0","","","18","20254","0106",""
