"COURSEID","ENROLLED","GES","INSTRUCTOR","MAXENROLL","QUARTER","SECTION","STATUS"
"CH STW    1B -1","20","AMH (UCSB), ETH (CRST), ETH (ENGR), ETH (L&S), D (ENGR), D (L&S), WRT (ENGR), WRT (L&S)","","20","20253","0102",""
"CH STW    1B -1","20","AMH (UCSB), ETH (CRST), ETH (ENGR), ETH (L&S), D (ENGR), D (L&S), WRT (ENGR), WRT (L&S)","","20","20253","0103",""
"CH STW    1B -2","60","AMH (UCSB), ETH (CRST), ETH (ENGR), ETH (L&S), D (ENGR), D (L&S), WRT (ENGR), WRT (L&S)","HERNANDEZ E D","60","20253","0200",""
"CH STW    1B -2","20","AMH (UCSB), ETH (CRST), ETH (ENGR), ETH (L&S), D (ENGR), D (L&S), WRT (ENGR), WRT (L&S)","","20","20253","0201",""
"CH STW    1B -2","20","AMH (UCSB), ETH (CRST), ETH (ENGR), ETH (L&S), D (ENGR), D (L&S), WRT (ENGR), WRT (L&S)","","20","20253","0202",""
"CH STW    1B -2","20","AMH (UCSB), ETH (CRST), ETH (ENGR), ETH (L&S), D (ENGR), D (L&S), WRT (ENGR), WRT (L&S)","","20","20253","0203",""
"CH STW    1B -3","60","AMH (UCSB), ETH (CRST), ETH (ENGR), ETH (L&S), D (ENGR), D (L&S), WRT (ENGR), WRT (L&S)","HERNANDEZ E D","60","20253","0300",""
"CH STW    1B -3","20","AMH (UCSB), ETH (CRST), ETH (ENGR), ETH (L&S), D (ENGR), D (L&S), WRT (ENGR), WRT (L&S)","","20","20253","0301",""
"CH STW    1B -3","20","AMH (UCSB), ETH (CRST), ETH (ENGR), ETH (L&S), D (ENGR), D (L&S), WRT (ENGR), WRT (L&S)","","20","20253","0302",""
"CH STW    1B -3","20","AMH (UCSB), ETH (CRST), ETH (ENGR), ETH (L&S), D (ENGR), D (L&S), WRT (ENGR), WRT (L&S)","","20","20253","0303",""
"CH STW  184A -1","60","G (L&S), ETH (L&S), WRT (L&S), G (ENGR), ETH (ENGR), WRT (ENGR), ETH (CRST)","HERNANDEZ E D","60","20253","0100",""
"CH STW  184A -1","20","G (L&S), ETH (L&S), WRT (L&S), G (ENGR), ETH (ENGR), WRT (ENGR), ETH (CRST)","","20","20253","0101",""
"CH STW  184A -1","20","G (L&S), ETH (L&S), WRT (L&S), G (ENGR), ETH (ENGR), WRT (ENGR), ETH (CRST)","","20","20253","0102",""
"CH STW  184A -1","20","G (L&S), ETH (L&S), WRT (L&S), G (ENGR), ETH (ENGR), WRT (ENGR), ETH (CRST)","","20","20253","0103",""
"IQB     199  -1","0","","","10","20253","0100",""
"IQB     596  -1","0","","","10","20253","0100",""
"GLOBLW   13  -1","11","D (L&S), D (ENGR)","BARANDIARAN J","35","20253","0100",""
"SOC  W   10  -1","60","QNT (L&S), WRT (L&S), WRT (ENGR)","ARENAS VELAZQ","60","20253","0100",""
"TMP     127  -1","60","","ZACKRISON E J","60","20253","0100",""
"PSTATW  160A -1","114","","","150","20253","0100",""
"PSTATW  160A -1","25","","","25","20253","0101",""
"PSTATW  160A -1","25","","","25","20253","0102",""
"PSTATW  160A -1","24","","","25","20253","0103",""
"PSTATW  160A -1","8","","","25","20253","0104",""
"PSTATW  160A -1","9","","","25","20253","0105",""
"PSTATW  160A -1","23","","","25","20253","0106",""
"CHEM    193  -1","0","","","0","20253","0100",""
"THTR W    2B -1","54","F (L&S), NWC (L&S), WRT (L&S), F (ENGR), WRT (ENGR), NWC (ENGR)","NAKAMURA J C","140","20253","0100",""
"THTR W    2B -1","13","F (L&S), NWC (L&S), WRT (L&S), F (ENGR), WRT (ENGR), NWC (ENGR)","","23","20253","0101",""
"THTR W    2B -1","13","F (L&S), NWC (L&S), WRT (L&S), F (ENGR), WRT (ENGR), NWC (ENGR)","","23","20253","0102",""
"THTR W    2B -1","16","F (L&S), NWC (L&S), WRT (L&S), F (ENGR), WRT (ENGR), NWC (ENGR)","","23","20253","0103",""
"THTR W    2B -1","2","F (L&S), NWC (L&S), WRT (L&S), F (ENGR), WRT (ENGR), NWC (ENGR)","","23","20253","0104",""
"THTR W    2B -1","4","F (L&S), NWC (L&S), WRT (L&S), F (ENGR), WRT (ENGR), NWC (ENGR)","","23","20253","0105",""
"THTR W    2B -1","6","F (L&S), NWC (L&S), WRT (L&S), F (ENGR), WRT (ENGR), NWC (ENGR)","","25","20253","0106",""
"COMM W  113  -1","160","","SALEEM M","160","20253","0100",""
"LING W   15  -1","26","C (L&S), E (L&S), E (ENGR)","KENNEDY R A","52","20253","0100",""
"LING W   15  -1","14","C (L&S), E (L&S), E (ENGR)","CONDORI ARIAS","26","20253","0101",""
"LING W   15  -1","12","C (L&S), E (L&S), E (ENGR)","CONDORI ARIAS","26","20253","0102",""
"ESS  W    9  -1","50","","JAMIESON A E","50","20253","0100",""
"CH E    196  -2","1","","CHRISTOPHER P","0","20253","0200",""
"CMPSC   193  -2","1","","ZHANG Z","90","20253","0200",""
"PSTAT   193  -2","1","","WANG Y-D","10","20253","0200",""
"CH ST   199RA-2","1","","SANCHEZ D","15","20253","0200",""
"CMPSC   193  -3","1","","SURI S","90","20253","0300",""
"CMPSC   193  -4","2","","VIGNA G","90","20253","0400",""
"CMPSC   193  -5","1","","MALKHI D","90","20253","0500",""
"ECE     493  -2","3","","LI P","10","20253","0200",""
"PSTAT   193  -3","2","","LUDKOVSKI M","10","20253","0300",""
"LING W  106  -1","30","C (L&S)","GORDON M K","60","20253","0100",""
"LING W  106  -1","24","C (L&S)","","30","20253","0101",""
"LING W  106  -1","6","C (L&S)","","30","20253","0102",""
"CMPSC   193  -6","1","","CHANG SHIYU","90","20253","0600",""
"ECE     493  -3","1","","WANG L C","10","20253","0300",""
"LING     99  -2","1","","BREHM L E","10","20253","0200",""
"ASTROW    1  -1","17","C (L&S), QNT (L&S)","","80","20253","0100",""
"ASTROW    1  -1","9","C (L&S), QNT (L&S)","","40","20253","0101",""
"ASTROW    1  -1","8","C (L&S), QNT (L&S)","","40","20253","0102",""
"PSY  W    1  -1","43","D (L&S), D (ENGR), D (L&S), D (ENGR)","","160","20253","0100",""
"PSY  W    1  -1","20","D (L&S), D (ENGR), D (L&S), D (ENGR)","","20","20253","0101",""
"PSY  W    1  -1","4","D (L&S), D (ENGR), D (L&S), D (ENGR)","","20","20253","0102",""
"PSY  W    1  -1","3","D (L&S), D (ENGR), D (L&S), D (ENGR)","","20","20253","0103",""
"PSY  W    1  -1","2","D (L&S), D (ENGR), D (L&S), D (ENGR)","","20","20253","0104",""
"PSY  W    1  -1","4","D (L&S), D (ENGR), D (L&S), D (ENGR)","","20","20253","0105",""
"PSY  W    1  -1","1","D (L&S), D (ENGR), D (L&S), D (ENGR)","","20","20253","0106",""
"PSY  W    1  -1","7","D (L&S), D (ENGR), D (L&S), D (ENGR)","","20","20253","0107",""
"PSY  W    1  -1","2","D (L&S), D (ENGR), D (L&S), D (ENGR)","","20","20253","0108",""
"ECE     493  -4","1","","WANG L C","10","20253","0400",""
"CMPSC   193  -7","1","","MATNI Z A","90","20253","0700",""
"ECE     493  -5","1","","PEDARSANI R","10","20253","0500",""
"ECE     596  -2","1","","BALKIND J M","3","20253","0200",""
"ECON     10A -1","2","","","30","20253","0109",""
"ECON     10A -1","13","","","30","20253","0110",""
"MCDB    108A -1","25","","","25","20253","0104",""
"CMPSCW    8  -1","36","C (L&S), QNT (L&S)","MOEHLIS J M","100","20253","0100",""
"CMPSCW    8  -1","22","C (L&S), QNT (L&S)","","50","20253","0101",""
"CMPSCW    8  -1","14","C (L&S), QNT (L&S)","","50","20253","0102",""
"CMPSCW    8  -2","24","C (L&S), QNT (L&S)","MIRZA D","78","20253","0200",""
"CMPSCW    8  -2","21","C (L&S), QNT (L&S)","","39","20253","0201",""
"CMPSCW    8  -2","3","C (L&S), QNT (L&S)","","39","20253","0202",""
"ECE     493  -6","1","","ZHANG Z","10","20253","0600",""
"ENV S   192  -2","1","","ZIMMERMAN E D","15","20253","0200",""
"POL S   199RA-2","1","","GONZALEZ A","5","20253","0200",""
"MCDB    184  -2","1","","GONZALEZ NINO","15","20253","0200",""
"CMPSC   193  -8","1","","LOKSHTANOV D","90","20253","0800",""
"CMPSC   193  -9","1","","SRA M","90","20253","0900",""
"CMPSC   193  -10","1","","BELDING E M","90","20253","1000",""
"CMPSC   193  -11","3","","YAN L","90","20253","1100",""
"CMPSC   193  -12","1","","WANG Y W","90","20253","1200",""
"WRIT    107M -1","3","A2 (L&S), A2 (ENGR)","WHITTET E O","25","20253","0100",""
"CHEM    193  -2","1","","LIPSHUTZ B H","0","20253","0200",""
"CHIN W   80  -1","15","G (L&S), G (ENGR)","MAZANEC T J","120","20253","0100",""
"CHIN W   80  -1","7","G (L&S), G (ENGR)","","20","20253","0101",""
"CHIN W   80  -1","1","G (L&S), G (ENGR)","","20","20253","0102",""
"CHIN W   80  -1","5","G (L&S), G (ENGR)","","20","20253","0103",""
"CHIN W   80  -1","0","G (L&S), G (ENGR)","","20","20253","0104",""
"CHIN W   80  -1","0","G (L&S), G (ENGR)","","20","20253","0105",""
"CHIN W   80  -1","2","G (L&S), G (ENGR)","","20","20253","0106",""
"CMPSC   193  -13","1","","SINGH A K","90","20253","1300",""
"CMPSC   193  -14","1","","SHERWOOD T P","90","20253","1400",""
"ECE     493  -7","2","","MADHOW U","10","20253","0700",""
"ECE     493  -8","1","","CHANDRASEKARA","10","20253","0800",""
"ECE     596  -3","1","","MIOLANE N","3","20253","0300",""
"ED      599  -2","1","","BIANCHINI J A","10","20253","0200",""
"MATH    193  -2","1","","HARUTYUNYAN D","10","20253","0200",""
"THTR    194A -1","0","","","0","20253","0100",""
"EEMB    184  -2","1","","PROULX S R","1","20253","0200",""
"LAIS W   13  -1","2","D (L&S), D (ENGR)","BARANDIARAN J","10","20253","0100","Closed"
"CMPSC   193  -15","1","","BULTAN T","90","20253","1500",""
"CMPSC   596  -2","1","","HOLLERER T","5","20253","0200",""
"KOR  W  153  -1","12","","HWANG S","40","20253","0100",""
"CMPSC   596  -3","1","","HOLLERER T","5","20253","0300",""
"FR        2  -1","0","H (ENGR)","PHILLIPS M E","20","20253","0100",""
"FR        3  -1","0","B (L&S), H (ENGR)","APPINO-TABONE","20","20253","0100",""
"ITAL      2  -1","0","H (ENGR)","","20","20253","0100",""
"ITAL      3  -1","0","B (L&S), H (ENGR)","","20","20253","0100",""
"MATRL   599  -2","1","","BEYERLEIN I J","20","20253","0200",""
"ME      596  -2","1","","KODIO O","10","20253","0200",""
"PSY     134  -1","0","","","75","20253","0100",""
"PSY     138L -1","0","WRT (L&S), WRT (ENGR)","","50","20253","0100",""
"PSY     138L -1","0","WRT (L&S), WRT (ENGR)","","12","20253","0101",""
"PSY     138L -1","0","WRT (L&S), WRT (ENGR)","","12","20253","0102",""
