"COURSEID","ENROLLED","GES","INSTRUCTOR","MAXENROLL","QUARTER","SECTION","STATUS"
"FEMSTW   20  -1","17","D (L&S), WRT (L&S), D (ENGR), WRT (ENGR)","","17","20253","0105",""
"FEMSTW   20  -1","16","D (L&S), WRT (L&S), D (ENGR), WRT (ENGR)","","16","20253","0106",""
"FEMSTW   20  -1","16","D (L&S), WRT (L&S), D (ENGR), WRT (ENGR)","","16","20253","0107",""
"FEMSTW   20  -1","17","D (L&S), WRT (L&S), D (ENGR), WRT (ENGR)","","17","20253","0108",""
"FEMSTW   20  -1","17","D (L&S), WRT (L&S), D (ENGR), WRT (ENGR)","","17","20253","0109",""
"FEMSTW   20  -1","16","D (L&S), WRT (L&S), D (ENGR), WRT (ENGR)","","16","20253","0110",""
"FEMSTW   20  -1","17","D (L&S), WRT (L&S), D (ENGR), WRT (ENGR)","","17","20253","0111",""
"FEMSTW   20  -1","17","D (L&S), WRT (L&S), D (ENGR), WRT (ENGR)","","17","20253","0112",""
"FEMSTW   20  -2","130","D (L&S), WRT (L&S), D (ENGR), WRT (ENGR)","DASGUPTA D","200","20253","0200",""
"FEMSTW   20  -2","16","D (L&S), WRT (L&S), D (ENGR), WRT (ENGR)","","16","20253","0201",""
"FEMSTW   20  -2","16","D (L&S), WRT (L&S), D (ENGR), WRT (ENGR)","","17","20253","0202",""
"FEMSTW   20  -2","17","D (L&S), WRT (L&S), D (ENGR), WRT (ENGR)","","17","20253","0203",""
"FEMSTW   20  -2","17","D (L&S), WRT (L&S), D (ENGR), WRT (ENGR)","","17","20253","0204",""
"FEMSTW   20  -2","17","D (L&S), WRT (L&S), D (ENGR), WRT (ENGR)","","17","20253","0205",""
"FEMSTW   20  -2","16","D (L&S), WRT (L&S), D (ENGR), WRT (ENGR)","","16","20253","0206",""
"FEMSTW   20  -2","12","D (L&S), WRT (L&S), D (ENGR), WRT (ENGR)","","16","20253","0207",""
"FEMSTW   20  -2","6","D (L&S), WRT (L&S), D (ENGR), WRT (ENGR)","","17","20253","0208",""
"FEMSTW   20  -2","8","D (L&S), WRT (L&S), D (ENGR), WRT (ENGR)","","17","20253","0209",""
"FEMSTW   20  -2","1","D (L&S), WRT (L&S), D (ENGR), WRT (ENGR)","","16","20253","0210",""
"FEMSTW   20  -2","2","D (L&S), WRT (L&S), D (ENGR), WRT (ENGR)","","17","20253","0211",""
"FEMSTW   20  -2","2","D (L&S), WRT (L&S), D (ENGR), WRT (ENGR)","","17","20253","0212",""
"FEMSTW   80  -1","105","WRT (L&S), WRT (ENGR)","","200","20253","0100",""
"FEMSTW   80  -1","16","WRT (L&S), WRT (ENGR)","","16","20253","0101",""
"FEMSTW   80  -1","17","WRT (L&S), WRT (ENGR)","","17","20253","0102",""
"FEMSTW   80  -1","17","WRT (L&S), WRT (ENGR)","","17","20253","0103",""
"FEMSTW   80  -1","17","WRT (L&S), WRT (ENGR)","","17","20253","0104",""
"FEMSTW   80  -1","16","WRT (L&S), WRT (ENGR)","","17","20253","0105",""
"FEMSTW   80  -1","13","WRT (L&S), WRT (ENGR)","","16","20253","0106",""
"FEMSTW   80  -1","2","WRT (L&S), WRT (ENGR)","","16","20253","0107",""
"FEMSTW   80  -1","2","WRT (L&S), WRT (ENGR)","","17","20253","0108",""
"FEMSTW   80  -1","3","WRT (L&S), WRT (ENGR)","","17","20253","0109",""
"FEMSTW   80  -1","0","WRT (L&S), WRT (ENGR)","","16","20253","0110",""
"FEMSTW   80  -1","0","WRT (L&S), WRT (ENGR)","","17","20253","0111",""
"FEMSTW   80  -1","2","WRT (L&S), WRT (ENGR)","","17","20253","0112",""
"FEMSTW   80  -2","72","WRT (L&S), WRT (ENGR)","WARD JANE","176","20253","0200",""
"FEMSTW   80  -2","14","WRT (L&S), WRT (ENGR)","","14","20253","0201",""
"FEMSTW   80  -2","14","WRT (L&S), WRT (ENGR)","","14","20253","0202",""
"FEMSTW   80  -2","13","WRT (L&S), WRT (ENGR)","","14","20253","0203",""
"FEMSTW   80  -2","14","WRT (L&S), WRT (ENGR)","","14","20253","0204",""
"FEMSTW   80  -2","9","WRT (L&S), WRT (ENGR)","","15","20253","0205",""
"FEMSTW   80  -2","2","WRT (L&S), WRT (ENGR)","","15","20253","0206",""
"FEMSTW   80  -2","2","WRT (L&S), WRT (ENGR)","","15","20253","0207",""
"FEMSTW   80  -2","1","WRT (L&S), WRT (ENGR)","","15","20253","0208",""
"FEMSTW   80  -2","1","WRT (L&S), WRT (ENGR)","","15","20253","0209",""
"FEMSTW   80  -2","1","WRT (L&S), WRT (ENGR)","","15","20253","0210",""
"FEMSTW   80  -2","0","WRT (L&S), WRT (ENGR)","","15","20253","0211",""
"FEMSTW   80  -2","1","WRT (L&S), WRT (ENGR)","","15","20253","0212",""
"FEMSTW  150  -1","200","WRT (L&S), WRT (ENGR)","","200","20253","0100",""
"FEMSTW  150  -1","16","WRT (L&S), WRT (ENGR)","","16","20253","0101",""
"FEMSTW  150  -1","17","WRT (L&S), WRT (ENGR)","","17","20253","0102",""
"FEMSTW  150  -1","17","WRT (L&S), WRT (ENGR)","","17","20253","0103",""
"FEMSTW  150  -1","17","WRT (L&S), WRT (ENGR)","","17","20253","0104",""
"FEMSTW  150  -1","17","WRT (L&S), WRT (ENGR)","","17","20253","0105",""
"FEMSTW  150  -1","16","WRT (L&S), WRT (ENGR)","","16","20253","0106",""
"FEMSTW  150  -1","16","WRT (L&S), WRT (ENGR)","","16","20253","0107",""
"FEMSTW  150  -1","17","WRT (L&S), WRT (ENGR)","","17","20253","0108",""
"FEMSTW  150  -1","17","WRT (L&S), WRT (ENGR)","","17","20253","0109",""
"FEMSTW  150  -1","16","WRT (L&S), WRT (ENGR)","","16","20253","0110",""
"FEMSTW  150  -1","17","WRT (L&S), WRT (ENGR)","","17","20253","0111",""
"FEMSTW  150  -1","17","WRT (L&S), WRT (ENGR)","","17","20253","0112",""
"FEMSTW  150  -2","200","WRT (L&S), WRT (ENGR)","","200","20253","0200",""
"FEMSTW  150  -2","16","WRT (L&S), WRT (ENGR)","","16","20253","0201",""
"FEMSTW  150  -2","17","WRT (L&S), WRT (ENGR)","","17","20253","0202",""
"FEMSTW  150  -2","17","WRT (L&S), WRT (ENGR)","","17","20253","0203",""
"FEMSTW  150  -2","17","WRT (L&S), WRT (ENGR)","","17","20253","0204",""
"FEMSTW  150  -2","17","WRT (L&S), WRT (ENGR)","","17","20253","0205",""
"FEMSTW  150  -2","16","WRT (L&S), WRT (ENGR)","","16","20253","0206",""
"FEMSTW  150  -2","16","WRT (L&S), WRT (ENGR)","","16","20253","0207",""
"FEMSTW  150  -2","17","WRT (L&S), WRT (ENGR)","","17","20253","0208",""
"FEMSTW  150  -2","17","WRT (L&S), WRT (ENGR)","","17","20253","0209",""
"FEMSTW  150  -2","16","WRT (L&S), WRT (ENGR)","","16","20253","0210",""
"FEMSTW  150  -2","17","WRT (L&S), WRT (ENGR)","","17","20253","0211",""
"FEMSTW  150  -2","17","WRT (L&S), WRT (ENGR)","","17","20253","0212",""
"EEMB W   22  -1","12","C (L&S)","EVEN T J","60","20253","0100",""
"EEMB W   22  -1","12","C (L&S)","","20","20253","0101",""
"EEMB W   22  -1","0","C (L&S)","","20","20253","0102",""
"EEMB W   22  -1","0","C (L&S)","","20","20253","0103",""
"EEMB W  146  -1","48","","THOMASSON K M","48","20253","0100",""
"EEMB W  146  -1","24","","","24","20253","0101",""
"EEMB W  146  -1","24","","","24","20253","0102",""
"THTR W   19  -1","34","","SCOTT V","75","20253","0100",""
"SPAN W    1  -1","24","","","24","20253","0100",""
"SPAN W    1  -1","12","","","12","20253","0101",""
"SPAN W    1  -1","12","","","12","20253","0102",""
"SPAN W    1  -2","24","","","24","20253","0200",""
"SPAN W    1  -2","12","","","12","20253","0201",""
"SPAN W    1  -2","12","","","12","20253","0202",""
"SPAN W    1  -3","23","","","24","20253","0300",""
"SPAN W    1  -3","12","","","12","20253","0301",""
"SPAN W    1  -3","11","","","12","20253","0302",""
"SPAN W    2  -1","24","H (ENGR)","","24","20253","0100",""
"SPAN W    2  -1","12","H (ENGR)","","12","20253","0101",""
"SPAN W    2  -1","12","H (ENGR)","","12","20253","0102",""
"SPAN W    2  -2","24","H (ENGR)","","24","20253","0200",""
"SPAN W    2  -2","12","H (ENGR)","","12","20253","0201",""
"SPAN W    2  -2","12","H (ENGR)","","12","20253","0202",""
"SPAN W    2  -3","24","H (ENGR)","","24","20253","0300",""
"SPAN W    2  -3","12","H (ENGR)","","12","20253","0301",""
"SPAN W    2  -3","12","H (ENGR)","","12","20253","0302",""
"SPAN W    3  -1","24","B (L&S), H (ENGR)","","24","20253","0100",""
"SPAN W    3  -1","12","B (L&S), H (ENGR)","","12","20253","0101",""
"SPAN W    3  -1","12","B (L&S), H (ENGR)","","12","20253","0102",""
"SPAN W    3  -2","24","B (L&S), H (ENGR)","","24","20253","0200",""
"SPAN W    3  -2","12","B (L&S), H (ENGR)","","12","20253","0201",""
"SPAN W    3  -2","12","B (L&S), H (ENGR)","","12","20253","0202",""
"ME   W   16  -1","8","","MOEHLIS J M","30","20253","0100",""
"ENGR W    3  -1","7","","MOEHLIS J M","55","20253","0100",""
"ENGR W    3  -1","5","","","20","20253","0101",""
"ENGR W    3  -1","2","","","20","20253","0102",""
"ENGR W    3  -1","0","","","15","20253","0103",""
"POL SW  121  -1","80","D (L&S), WRT (L&S), D (ENGR), WRT (ENGR)","","80","20253","0100",""
"HIST W    2A -1","108","E (L&S), EUR (L&S), WRT (L&S), E (ENGR), E1 (ENGR), EUR (ENGR), WRT (ENGR)","BARBIERI A J","108","20253","0100",""
"HIST W    2A -1","18","E (L&S), EUR (L&S), WRT (L&S), E (ENGR), E1 (ENGR), EUR (ENGR), WRT (ENGR)","","18","20253","0101",""
"HIST W    2A -1","18","E (L&S), EUR (L&S), WRT (L&S), E (ENGR), E1 (ENGR), EUR (ENGR), WRT (ENGR)","","18","20253","0102",""
"HIST W    2A -1","18","E (L&S), EUR (L&S), WRT (L&S), E (ENGR), E1 (ENGR), EUR (ENGR), WRT (ENGR)","","18","20253","0103",""
"HIST W    2A -1","18","E (L&S), EUR (L&S), WRT (L&S), E (ENGR), E1 (ENGR), EUR (ENGR), WRT (ENGR)","","18","20253","0104",""
"HIST W    2A -1","18","E (L&S), EUR (L&S), WRT (L&S), E (ENGR), E1 (ENGR), EUR (ENGR), WRT (ENGR)","","18","20253","0105",""
"HIST W    2A -1","18","E (L&S), EUR (L&S), WRT (L&S), E (ENGR), E1 (ENGR), EUR (ENGR), WRT (ENGR)","","18","20253","0106",""
"HIST W    4B -1","108","E (L&S), EUR (L&S), WRT (L&S), E (ENGR), E1 (ENGR), EUR (ENGR), WRT (ENGR)","BOULEY B A","108","20253","0100",""
"HIST W    4B -1","18","E (L&S), EUR (L&S), WRT (L&S), E (ENGR), E1 (ENGR), EUR (ENGR), WRT (ENGR)","","18","20253","0101",""
"HIST W    4B -1","18","E (L&S), EUR (L&S), WRT (L&S), E (ENGR), E1 (ENGR), EUR (ENGR), WRT (ENGR)","","18","20253","0102",""
"HIST W    4B -1","18","E (L&S), EUR (L&S), WRT (L&S), E (ENGR), E1 (ENGR), EUR (ENGR), WRT (ENGR)","","18","20253","0103",""
"HIST W    4B -1","18","E (L&S), EUR (L&S), WRT (L&S), E (ENGR), E1 (ENGR), EUR (ENGR), WRT (ENGR)","","18","20253","0104",""
"HIST W    4B -1","18","E (L&S), EUR (L&S), WRT (L&S), E (ENGR), E1 (ENGR), EUR (ENGR), WRT (ENGR)","","18","20253","0105",""
"HIST W    4B -1","18","E (L&S), EUR (L&S), WRT (L&S), E (ENGR), E1 (ENGR), EUR (ENGR), WRT (ENGR)","","18","20253","0106",""
"HIST W   17B -1","162","D (L&S), WRT (L&S), D (ENGR), WRT (ENGR), AMH (UCSB)","PERRONE G","162","20253","0100",""
"HIST W   17B -1","18","D (L&S), WRT (L&S), D (ENGR), WRT (ENGR), AMH (UCSB)","","18","20253","0101",""
"HIST W   17B -1","18","D (L&S), WRT (L&S), D (ENGR), WRT (ENGR), AMH (UCSB)","","18","20253","0102",""
"HIST W   17B -1","18","D (L&S), WRT (L&S), D (ENGR), WRT (ENGR), AMH (UCSB)","","18","20253","0103",""
"HIST W   17B -1","18","D (L&S), WRT (L&S), D (ENGR), WRT (ENGR), AMH (UCSB)","","18","20253","0104",""
"HIST W   17B -1","18","D (L&S), WRT (L&S), D (ENGR), WRT (ENGR), AMH (UCSB)","","18","20253","0105",""
"HIST W   17B -1","18","D (L&S), WRT (L&S), D (ENGR), WRT (ENGR), AMH (UCSB)","","18","20253","0106",""
"HIST W   17B -1","18","D (L&S), WRT (L&S), D (ENGR), WRT (ENGR), AMH (UCSB)","","18","20253","0107",""
"HIST W   17B -1","18","D (L&S), WRT (L&S), D (ENGR), WRT (ENGR), AMH (UCSB)","","18","20253","0108",""
"HIST W   17B -1","18","D (L&S), WRT (L&S), D (ENGR), WRT (ENGR), AMH (UCSB)","","18","20253","0109",""
"HIST W   56  -1","56","NWC (ENGR), NWC (L&S), WRT (ENGR), WRT (L&S)","CASTILLO-MUNO","108","20253","0100",""
"HIST W   56  -1","18","NWC (ENGR), NWC (L&S), WRT (ENGR), WRT (L&S)","","18","20253","0101",""
"HIST W   56  -1","15","NWC (ENGR), NWC (L&S), WRT (ENGR), WRT (L&S)","","18","20253","0102",""
"HIST W   56  -1","2","NWC (ENGR), NWC (L&S), WRT (ENGR), WRT (L&S)","","18","20253","0103",""
"HIST W   56  -1","12","NWC (ENGR), NWC (L&S), WRT (ENGR), WRT (L&S)","","18","20253","0104",""
"HIST W   56  -1","3","NWC (ENGR), NWC (L&S), WRT (ENGR), WRT (L&S)","","18","20253","0105",""
"HIST W   56  -1","6","NWC (ENGR), NWC (L&S), WRT (ENGR), WRT (L&S)","","18","20253","0106",""
"HIST W   80  -1","108","E (L&S), NWC (L&S), WRT (L&S), E (ENGR), WRT (ENGR), NWC (ENGR)","BARBIERI A J","108","20253","0100",""
"HIST W   80  -1","18","E (L&S), NWC (L&S), WRT (L&S), E (ENGR), WRT (ENGR), NWC (ENGR)","","18","20253","0101",""
"HIST W   80  -1","18","E (L&S), NWC (L&S), WRT (L&S), E (ENGR), WRT (ENGR), NWC (ENGR)","","18","20253","0102",""
"HIST W   80  -1","18","E (L&S), NWC (L&S), WRT (L&S), E (ENGR), WRT (ENGR), NWC (ENGR)","","18","20253","0103",""
"HIST W   80  -1","18","E (L&S), NWC (L&S), WRT (L&S), E (ENGR), WRT (ENGR), NWC (ENGR)","","18","20253","0104",""
"HIST W   80  -1","18","E (L&S), NWC (L&S), WRT (L&S), E (ENGR), WRT (ENGR), NWC (ENGR)","","18","20253","0105",""
"HIST W   80  -1","18","E (L&S), NWC (L&S), WRT (L&S), E (ENGR), WRT (ENGR), NWC (ENGR)","","18","20253","0106",""
"HIST W   80  -2","84","E (L&S), NWC (L&S), WRT (L&S), E (ENGR), WRT (ENGR), NWC (ENGR)","BARBIERI A J","108","20253","0200",""
"HIST W   80  -2","18","E (L&S), NWC (L&S), WRT (L&S), E (ENGR), WRT (ENGR), NWC (ENGR)","","18","20253","0201",""
"HIST W   80  -2","15","E (L&S), NWC (L&S), WRT (L&S), E (ENGR), WRT (ENGR), NWC (ENGR)","","18","20253","0202",""
"HIST W   80  -2","18","E (L&S), NWC (L&S), WRT (L&S), E (ENGR), WRT (ENGR), NWC (ENGR)","","18","20253","0203",""
"HIST W   80  -2","14","E (L&S), NWC (L&S), WRT (L&S), E (ENGR), WRT (ENGR), NWC (ENGR)","","18","20253","0204",""
"HIST W   80  -2","10","E (L&S), NWC (L&S), WRT (L&S), E (ENGR), WRT (ENGR), NWC (ENGR)","","18","20253","0205",""
"HIST W   80  -2","9","E (L&S), NWC (L&S), WRT (L&S), E (ENGR), WRT (ENGR), NWC (ENGR)","","18","20253","0206",""
"HIST W  121A -1","108","E (L&S), EUR (L&S), WRT (L&S), E (ENGR), EUR (ENGR), WRT (ENGR)","BOULEY B A","108","20253","0100",""
"HIST W  121A -1","18","E (L&S), EUR (L&S), WRT (L&S), E (ENGR), EUR (ENGR), WRT (ENGR)","","18","20253","0101",""
"HIST W  121A -1","20","E (L&S), EUR (L&S), WRT (L&S), E (ENGR), EUR (ENGR), WRT (ENGR)","","18","20253","0102",""
"HIST W  121A -1","18","E (L&S), EUR (L&S), WRT (L&S), E (ENGR), EUR (ENGR), WRT (ENGR)","","18","20253","0103",""
"HIST W  121A -1","18","E (L&S), EUR (L&S), WRT (L&S), E (ENGR), EUR (ENGR), WRT (ENGR)","","18","20253","0104",""
"HIST W  121A -1","18","E (L&S), EUR (L&S), WRT (L&S), E (ENGR), EUR (ENGR), WRT (ENGR)","","18","20253","0105",""
"HIST W  121A -1","16","E (L&S), EUR (L&S), WRT (L&S), E (ENGR), EUR (ENGR), WRT (ENGR)","","18","20253","0106",""
"ESS  W    3  -1","150","","JAMIESON A E","150","20253","0100",""
"ESS  W    3  -2","71","","JAMIESON A E","150","20253","0200",""
"INT  W   25  -1","1","","HARTMAN J L, TRISHNA K","60","20253","0100",""
"INT  W   25  -2","1","","JOSEPH C A","60","20253","0200",""
"INT  W   25  -3","0","","GONZALEZ NINO","60","20253","0300",""
"INT  W  120  -1","0","","DOMINGUEZ-WHI","150","20253","0100",""
"INT  W  188C -1","0","","HAMILTON K A","40","20253","0100",""
"INT  W  188E -1","0","","HARTMAN J L","50","20253","0100",""
"COMM W  107  -1","160","","DUNBAR N E","160","20253","0100",""
"COMM W  146  -1","50","","","50","20253","0100",""
"COMM W  146  -2","160","","DUNBAR N E","160","20253","0200",""
"COMM W  146  -2","80","","","80","20253","0201",""
"COMM W  146  -2","80","","","80","20253","0202",""
"COMM W  188  -1","160","","LANE D S","160","20253","0100",""
"COMM W  188  -1","80","","","80","20253","0101",""
"COMM W  188  -1","80","","","80","20253","0102",""
"COMM W  188  -2","50","","","50","20253","0200",""
"ED   W  119  -1","59","","BLACKWELL K S","60","20253","0100",""
"ED   W  125  -1","150","","DUQUE J D","150","20253","0100",""
"FAMST    46  -1","20","F (L&S), WRT (L&S), F (ENGR), WRT (ENGR)","","50","20253","0100",""
"FAMST    46  -1","4","F (L&S), WRT (L&S), F (ENGR), WRT (ENGR)","","17","20253","0101",""
"FAMST    46  -1","9","F (L&S), WRT (L&S), F (ENGR), WRT (ENGR)","","16","20253","0102",""
"FAMST    46  -1","7","F (L&S), WRT (L&S), F (ENGR), WRT (ENGR)","","16","20253","0103",""
"FAMST    46  -2","9","F (L&S), WRT (L&S), F (ENGR), WRT (ENGR)","BRUSUTTI A","17","20253","0200",""
"FAMST    46  -2","4","F (L&S), WRT (L&S), F (ENGR), WRT (ENGR)","","5","20253","0201",""
"FAMST    46  -2","3","F (L&S), WRT (L&S), F (ENGR), WRT (ENGR)","","6","20253","0202",""
"FAMST    46  -2","2","F (L&S), WRT (L&S), F (ENGR), WRT (ENGR)","","5","20253","0203",""
"FAMST    70  -1","22","","","50","20253","0100",""
"FAMST    70  -1","11","","","17","20253","0101",""
"FAMST    70  -1","5","","","17","20253","0102",""
"FAMST    70  -1","6","","","16","20253","0103",""
"FAMST    96  -1","15","","","50","20253","0100",""
"FAMST    96  -1","10","","","17","20253","0101",""
"FAMST    96  -1","3","","","17","20253","0102",""
"FAMST    96  -1","2","","","16","20253","0103",""
"FAMST   101B -1","22","WRT (L&S), WRT (ENGR)","FARRELL R M","50","20253","0100",""
"FAMST   101B -1","8","WRT (L&S), WRT (ENGR)","","16","20253","0101",""
"FAMST   101B -1","7","WRT (L&S), WRT (ENGR)","","16","20253","0102",""
"FAMST   101B -1","7","WRT (L&S), WRT (ENGR)","","17","20253","0103",""
"FAMST   109EM-1","15","","JENKINS C L","20","20253","0100",""
"FAMST   109EP-1","14","","JENKINS C L","20","20253","0100",""
"FAMST   110  -1","16","","MELNICK R D","20","20253","0100",""
"FAMST   155SK-1","15","","BRUSUTTI A","50","20253","0100",""
"FAMST   182  -1","14","","","20","20253","0100",""
"FAMST   188A -1","20","","JACKSON W E","20","20253","0100",""
"FAMST   188SS-1","6","","WYMAN A J","16","20253","0100",""
"FAMST   188WS-1","6","","JACKSON W E","16","20253","0100",""
"FAMST   192FC-1","18","","ROBERTS N","50","20253","0100",""
"FAMST   192FC-1","6","","","16","20253","0101",""
"FAMST   192FC-1","0","","","17","20253","0102",""
"FAMST   192FC-1","12","","","17","20253","0103",""
"FAMST   199  -1","0","","","5","20253","0100",""
"FAMST   199  -2","0","","","5","20253","0200",""
"EDS     212  -1","4","","OLIVER R Y","33","20253","0100",""
"EDS     214  -1","4","","CZAPANSKIY M","33","20253","0100",""
"EDS     217  -1","4","","CAYLOR K K","33","20253","0100",""
"EDS     221  -1","4","","OLIVER R Y","33","20253","0100",""
"ARTHIW    6C -1","148","E (ENGR), E (L&S), F (ENGR), F (L&S), EUR (ENGR), EUR (L&S), WRT (ENGR), WRT (L&S)","SORKIN JENNI","184","20253","0100",""
"ARTHIW    6C -1","23","E (ENGR), E (L&S), F (ENGR), F (L&S), EUR (ENGR), EUR (L&S), WRT (ENGR), WRT (L&S)","","23","20253","0101",""
"ARTHIW    6C -1","23","E (ENGR), E (L&S), F (ENGR), F (L&S), EUR (ENGR), EUR (L&S), WRT (ENGR), WRT (L&S)","","23","20253","0102",""
"ARTHIW    6C -1","23","E (ENGR), E (L&S), F (ENGR), F (L&S), EUR (ENGR), EUR (L&S), WRT (ENGR), WRT (L&S)","","23","20253","0103",""
"ARTHIW    6C -1","16","E (ENGR), E (L&S), F (ENGR), F (L&S), EUR (ENGR), EUR (L&S), WRT (ENGR), WRT (L&S)","","23","20253","0104",""
"ARTHIW    6C -1","23","E (ENGR), E (L&S), F (ENGR), F (L&S), EUR (ENGR), EUR (L&S), WRT (ENGR), WRT (L&S)","","23","20253","0105",""
"ARTHIW    6C -1","12","E (ENGR), E (L&S), F (ENGR), F (L&S), EUR (ENGR), EUR (L&S), WRT (ENGR), WRT (L&S)","","23","20253","0106",""
"ARTHIW    6C -1","11","E (ENGR), E (L&S), F (ENGR), F (L&S), EUR (ENGR), EUR (L&S), WRT (ENGR), WRT (L&S)","","23","20253","0107",""
"ARTHIW    6C -1","17","E (ENGR), E (L&S), F (ENGR), F (L&S), EUR (ENGR), EUR (L&S), WRT (ENGR), WRT (L&S)","","23","20253","0108",""
"ARTHIW    6R -1","100","E (L&S), F (L&S), EUR (L&S), WRT (L&S), E (ENGR), F (ENGR), EUR (ENGR), WRT (ENGR)","MOSER C H","100","20253","0100",""
"ARTHIW    6R -1","25","E (L&S), F (L&S), EUR (L&S), WRT (L&S), E (ENGR), F (ENGR), EUR (ENGR), WRT (ENGR)","GALSTYAN A","25","20253","0101",""
"ARTHIW    6R -1","25","E (L&S), F (L&S), EUR (L&S), WRT (L&S), E (ENGR), F (ENGR), EUR (ENGR), WRT (ENGR)","GALSTYAN A","25","20253","0102",""
"ARTHIW    6R -1","25","E (L&S), F (L&S), EUR (L&S), WRT (L&S), E (ENGR), F (ENGR), EUR (ENGR), WRT (ENGR)","LIU A","25","20253","0103",""
"ARTHIW    6R -1","25","E (L&S), F (L&S), EUR (L&S), WRT (L&S), E (ENGR), F (ENGR), EUR (ENGR), WRT (ENGR)","LIU A","25","20253","0104",""
"ARTHIW    6R -2","100","E (L&S), F (L&S), EUR (L&S), WRT (L&S), E (ENGR), F (ENGR), EUR (ENGR), WRT (ENGR)","MOSER C H","100","20253","0200",""
"ARTHIW    6R -2","25","E (L&S), F (L&S), EUR (L&S), WRT (L&S), E (ENGR), F (ENGR), EUR (ENGR), WRT (ENGR)","SEGURA N G","25","20253","0201",""
"ARTHIW    6R -2","25","E (L&S), F (L&S), EUR (L&S), WRT (L&S), E (ENGR), F (ENGR), EUR (ENGR), WRT (ENGR)","SEGURA N G","25","20253","0202",""
"ARTHIW    6R -2","25","E (L&S), F (L&S), EUR (L&S), WRT (L&S), E (ENGR), F (ENGR), EUR (ENGR), WRT (ENGR)","CHEN JIAQI","25","20253","0203",""
"ARTHIW    6R -2","25","E (L&S), F (L&S), EUR (L&S), WRT (L&S), E (ENGR), F (ENGR), EUR (ENGR), WRT (ENGR)","CHEN JIAQI","25","20253","0204",""
"ARTHIW    6R -3","50","E (L&S), F (L&S), EUR (L&S), WRT (L&S), E (ENGR), F (ENGR), EUR (ENGR), WRT (ENGR)","MOSER C H","50","20253","0300",""
"ARTHIW    6R -3","25","E (L&S), F (L&S), EUR (L&S), WRT (L&S), E (ENGR), F (ENGR), EUR (ENGR), WRT (ENGR)","","25","20253","0301",""
"ARTHIW    6R -3","25","E (L&S), F (L&S), EUR (L&S), WRT (L&S), E (ENGR), F (ENGR), EUR (ENGR), WRT (ENGR)","","25","20253","0302",""
"FAMSTW  150FT-1","50","E (L&S), E (ENGR), F (L&S), F (ENGR), WRT (L&S), WRT (ENGR), EUR (L&S), EUR (ENGR)","MUZAMMAL M","50","20253","0100",""
"CMPSCW    9  -1","75","","WANG R K","75","20253","0100",""
"CMPSCW    9  -1","37","","","37","20253","0101",""
"CMPSCW    9  -1","38","","","38","20253","0102",""
"LING W    3C -1","7","","SMALL A L","18","20253","0100",""
"LING W   12  -1","18","SUB (UCSB)","CORONA K D","18","20253","0100",""
"LING W   12  -2","18","SUB (UCSB)","KROKHMAL A","18","20253","0200",""
"LING W   12  -3","17","SUB (UCSB)","CORONA A","18","20253","0300",""
"LING W   12  -4","13","SUB (UCSB)","CHAU T C","18","20253","0400",""
"SOC  W  155  -1","90","","TAYLOR C J","90","20253","0100",""
"AS AMW    1  -1","275","D (L&S), ETH (L&S), D (ENGR), ETH (ENGR), ETH (CRST), AMH (UCSB)","ZHAO X","275","20253","0100",""
"AS AMW    1  -1","25","D (L&S), ETH (L&S), D (ENGR), ETH (ENGR), ETH (CRST), AMH (UCSB)","","25","20253","0101",""
"AS AMW    1  -1","25","D (L&S), ETH (L&S), D (ENGR), ETH (ENGR), ETH (CRST), AMH (UCSB)","","25","20253","0102",""
"AS AMW    1  -1","25","D (L&S), ETH (L&S), D (ENGR), ETH (ENGR), ETH (CRST), AMH (UCSB)","","25","20253","0103",""
"AS AMW    1  -1","25","D (L&S), ETH (L&S), D (ENGR), ETH (ENGR), ETH (CRST), AMH (UCSB)","","25","20253","0104",""
"AS AMW    1  -1","25","D (L&S), ETH (L&S), D (ENGR), ETH (ENGR), ETH (CRST), AMH (UCSB)","","25","20253","0105",""
"AS AMW    1  -1","25","D (L&S), ETH (L&S), D (ENGR), ETH (ENGR), ETH (CRST), AMH (UCSB)","","25","20253","0106",""
"AS AMW    1  -1","25","D (L&S), ETH (L&S), D (ENGR), ETH (ENGR), ETH (CRST), AMH (UCSB)","","25","20253","0107",""
"AS AMW    1  -1","25","D (L&S), ETH (L&S), D (ENGR), ETH (ENGR), ETH (CRST), AMH (UCSB)","","25","20253","0108",""
"AS AMW    1  -1","25","D (L&S), ETH (L&S), D (ENGR), ETH (ENGR), ETH (CRST), AMH (UCSB)","","25","20253","0109",""
"AS AMW    1  -1","25","D (L&S), ETH (L&S), D (ENGR), ETH (ENGR), ETH (CRST), AMH (UCSB)","","25","20253","0110",""
"AS AMW    1  -1","25","D (L&S), ETH (L&S), D (ENGR), ETH (ENGR), ETH (CRST), AMH (UCSB)","","25","20253","0111",""
"CH STW    1B -1","60","AMH (UCSB), ETH (CRST), ETH (ENGR), ETH (L&S), D (ENGR), D (L&S), WRT (ENGR), WRT (L&S)","HERNANDEZ E D","60","20253","0100",""
"CH STW    1B -1","20","AMH (UCSB), ETH (CRST), ETH (ENGR), ETH (L&S), D (ENGR), D (L&S), WRT (ENGR), WRT (L&S)","","20","20253","0101",""
