"COURSEID","ENROLLED","GES","INSTRUCTOR","MAXENROLL","QUARTER","SECTION","STATUS"
"CMPSC     5A -1","128","C (L&S), QNT (L&S)","CONRAD P T","150","20252","0100",""
"CMPSC     5A -1","23","C (L&S), QNT (L&S)","","30","20252","0101",""
"CMPSC     5A -1","26","C (L&S), QNT (L&S)","","30","20252","0102",""
"CMPSC     5A -1","30","C (L&S), QNT (L&S)","","30","20252","0103",""
"CMPSC     5A -1","25","C (L&S), QNT (L&S)","","30","20252","0104",""
"CMPSC     5A -1","24","C (L&S), QNT (L&S)","","30","20252","0105",""
"CMPSC     5B -1","0","C (L&S), QNT (L&S)","TANNA A A","77","20252","0100","Closed"
"CMPSC     5B -1","0","C (L&S), QNT (L&S)","","26","20252","0101","Closed"
"CMPSC     5B -1","0","C (L&S), QNT (L&S)","","25","20252","0102","Closed"
"CMPSC     5B -1","0","C (L&S), QNT (L&S)","","26","20252","0103","Closed"
"CMPSC     9  -1","166","","KHARITONOVA Y","300","20252","0100",""
"CMPSC     9  -1","0","","","38","20252","0101","Closed"
"CMPSC     9  -1","0","","","37","20252","0102","Closed"
"CMPSC     9  -1","47","","","50","20252","0103",""
"CMPSC     9  -1","23","","","50","20252","0104",""
"CMPSC     9  -1","37","","","50","20252","0105",""
"CMPSC     9  -1","14","","","50","20252","0106",""
"CMPSC     9  -1","13","","","50","20252","0107",""
"CMPSC     9  -1","32","","","50","20252","0108",""
"CMPSC    16  -1","113","","MAJEDI M","150","20252","0100","Closed"
"CMPSC    16  -1","8","","","33","20252","0101",""
"CMPSC    16  -1","22","","","33","20252","0102",""
"CMPSC    16  -1","29","","","33","20252","0103",""
"CMPSC    16  -1","22","","","33","20252","0104",""
"CMPSC    16  -1","32","","","33","20252","0105",""
"CMPSC    24  -1","146","","MIRZA D","149","20252","0100",""
"CMPSC    24  -1","30","","","30","20252","0101",""
"CMPSC    24  -1","30","","","30","20252","0102",""
"CMPSC    24  -1","30","","","30","20252","0103",""
"CMPSC    24  -1","29","","","30","20252","0104",""
"CMPSC    24  -1","27","","","29","20252","0105",""
"CMPSC    32  -1","133","","NASIR N","150","20252","0100",""
"CMPSC    32  -1","28","","","30","20252","0101",""
"CMPSC    32  -1","30","","","30","20252","0102",""
"CMPSC    32  -1","27","","","30","20252","0103",""
"CMPSC    32  -1","20","","","30","20252","0104",""
"CMPSC    32  -1","28","","","30","20252","0105",""
"CMPSC    40  -1","110","","MAJEDI M","150","20252","0100","Closed"
"CMPSC    40  -1","0","","","30","20252","0101","Closed"
"CMPSC    40  -1","20","","","30","20252","0102",""
"CMPSC    40  -1","30","","","30","20252","0103",""
"CMPSC    40  -1","29","","","30","20252","0104",""
"CMPSC    40  -1","31","","","30","20252","0105",""
"CMPSC    64  -1","80","","MATNI Z A","150","20252","0100","Closed"
"CMPSC    64  -1","0","","","30","20252","0101","Closed"
"CMPSC    64  -1","25","","","30","20252","0102","Closed"
"CMPSC    64  -1","30","","","30","20252","0103","Closed"
"CMPSC    64  -1","25","","","30","20252","0104","Closed"
"CMPSC    64  -1","0","","","30","20252","0105","Closed"
"CMPSC    99  -1","0","","","0","20252","0100",""
"CMPSC   111  -1","39","","MATNI Z A","147","20252","0100","Closed"
"CMPSC   111  -1","29","","","38","20252","0101","Closed"
"CMPSC   111  -1","10","","","37","20252","0102","Closed"
"CMPSC   111  -1","0","","","38","20252","0103","Closed"
"CMPSC   111  -1","0","","","37","20252","0104","Closed"
"CMPSC   130A -1","91","","NASIR N","150","20252","0100",""
"CMPSC   130A -1","0","","","38","20252","0101","Closed"
"CMPSC   130A -1","22","","","37","20252","0102",""
"CMPSC   130A -1","32","","","38","20252","0103",""
"CMPSC   130A -1","37","","","37","20252","0104",""
"CMPSC   130B -1","90","","SINGH A K","150","20252","0100",""
"CMPSC   130B -1","0","","","38","20252","0101","Closed"
"CMPSC   130B -1","28","","","37","20252","0102",""
"CMPSC   130B -1","33","","","38","20252","0103",""
"CMPSC   130B -1","29","","","37","20252","0104",""
"CMPSC   134  -1","40","","VIGODA E J","42","20252","0100","Closed"
"CMPSC   134  -1","27","","","30","20252","0101","Closed"
"CMPSC   138  -1","45","","EL ABBADI A","150","20252","0100",""
"CMPSC   138  -1","0","","","38","20252","0101","Closed"
"CMPSC   138  -1","0","","","37","20252","0102","Closed"
"CMPSC   138  -1","31","","","38","20252","0103",""
"CMPSC   138  -1","14","","","37","20252","0104",""
"CMPSC   154  -1","112","","BALKIND J M","150","20252","0100",""
"CMPSC   154  -1","37","","","38","20252","0101",""
"CMPSC   154  -1","37","","","37","20252","0102",""
"CMPSC   154  -1","38","","","38","20252","0103",""
"CMPSC   154  -1","0","","","37","20252","0104","Closed"
"CMPSC   156  -1","96","","CONRAD P T","96","20252","0100",""
"CMPSC   156  -1","48","","","48","20252","0101",""
"CMPSC   156  -1","48","","","48","20252","0102",""
"CMPSC   160  -1","58","","KRUEGEL C I","97","20252","0100",""
"CMPSC   160  -1","30","","","38","20252","0101",""
"CMPSC   160  -1","16","","","37","20252","0102",""
"CMPSC   160  -1","12","","","38","20252","0103",""
"CMPSC   165A -1","137","","PREISS J A","150","20252","0100",""
"CMPSC   165A -1","34","","","37","20252","0101",""
"CMPSC   165A -1","36","","","38","20252","0102",""
"CMPSC   165A -1","34","","","37","20252","0103",""
"CMPSC   165A -1","33","","","38","20252","0104",""
"CMPSC   165B -1","149","","GUO W","150","20252","0100",""
"CMPSC   165B -1","39","","","38","20252","0101",""
"CMPSC   165B -1","36","","","37","20252","0102",""
"CMPSC   165B -1","37","","","38","20252","0103",""
"CMPSC   165B -1","37","","","37","20252","0104",""
"CMPSC   170  -1","94","","YANG T","105","20252","0100",""
"CMPSC   170  -1","30","","","35","20252","0101",""
"CMPSC   170  -1","32","","","35","20252","0102",""
"CMPSC   170  -1","32","","","35","20252","0103",""
"CMPSC   174A -1","149","","SU J","150","20252","0100","Closed"
"CMPSC   174A -1","39","","","36","20252","0101",""
"CMPSC   174A -1","34","","","32","20252","0102",""
"CMPSC   174A -1","42","","","41","20252","0103",""
"CMPSC   174A -1","34","","","41","20252","0104",""
"CMPSC   174B -1","64","","AGRAWAL D","150","20252","0100",""
"CMPSC   174B -1","29","","","48","20252","0101",""
"CMPSC   174B -1","35","","","42","20252","0102",""
"CMPSC   174B -1","0","","","38","20252","0103","Closed"
"CMPSC   174B -1","0","","","37","20252","0104","Closed"
"CMPSC   176C -1","46","","GUPTA A","150","20252","0100",""
"CMPSC   176C -1","11","","","38","20252","0101",""
"CMPSC   176C -1","35","","","37","20252","0102",""
"CMPSC   176C -1","0","","","38","20252","0103","Closed"
"CMPSC   176C -1","0","","","37","20252","0104","Closed"
"CMPSC   177  -1","78","","BURK K T","150","20252","0100",""
"CMPSC   177  -1","8","","","38","20252","0101","Closed"
"CMPSC   177  -1","36","","","37","20252","0102",""
"CMPSC   177  -1","26","","","38","20252","0103",""
"CMPSC   177  -1","8","","","37","20252","0104",""
"CMPSC   190A -1","81","","KRISHNAGOPAL","110","20252","0100","Closed"
"CMPSC   190A -1","26","","","38","20252","0101","Closed"
"CMPSC   190A -1","28","","","37","20252","0102","Closed"
"CMPSC   190A -1","27","","","38","20252","0103","Closed"
"CMPSC   190A -1","0","","","37","20252","0104","Closed"
"CMPSC   190DF-1","1","","BARACALDO LAN, COBURN K M","5","20252","0100",""
"CMPSC   190DF-1","1","","","2","20252","0101",""
"CMPSC   190DF-1","0","","","2","20252","0102",""
"CMPSC   190DF-1","0","","","1","20252","0103",""
"CMPSC   190I -1","43","","WANG Y F","150","20252","0100",""
"CMPSC   190I -1","0","","","38","20252","0101","Closed"
"CMPSC   190I -1","16","","","37","20252","0102",""
"CMPSC   190I -1","0","","","38","20252","0103","Closed"
"CMPSC   190I -1","27","","","37","20252","0104",""
"CMPSC   190J -1","26","","KRISHNAGOPAL","150","20252","0100",""
"CMPSC   190J -1","16","","","38","20252","0101",""
"CMPSC   190J -1","0","","","37","20252","0102","Closed"
"CMPSC   190J -1","10","","","38","20252","0103",""
"CMPSC   190J -1","0","","","37","20252","0104","Closed"
"CMPSC   192  -1","0","","","20","20252","0100",""
"CMPSC   193  -1","0","","","5","20252","0100",""
"CMPSC   196  -1","0","","","10","20252","0100",""
"CMPSC   196B -1","0","","","5","20252","0100",""
"CMPSC   199  -1","0","","","5","20252","0100",""
"CMPSC   211C -1","11","","CENICEROS H","11","20252","0100",""
"CMPSC   230  -1","29","","LOKSHTANOV D","35","20252","0100",""
"CMPSC   281B -1","14","","MANJUNATH B S","23","20252","0100",""
"CMPSC   291A -1","32","","YAN X","35","20252","0100",""
"CMPSC   291I -1","29","","HOLLERER T","35","20252","0100",""
"CMPSC   291K -1","29","","CHANG SHIYU","35","20252","0100",""
"CMPSC   292C -1","29","","FENG YU","35","20252","0100",""
"CMPSC   292G -1","30","","ANANTH P V","35","20252","0100",""
"CMPSC   293N -1","26","","GUPTA A","35","20252","0100",""
"CMPSC   502  -1","36","","LOKSHTANOV D","45","20252","0100",""
"CMPSC   592  -1","0","","TEEL A R","5","20252","0100","Closed"
"CMPSC   596  -1","0","","","30","20252","0100",""
"CMPSC   597  -1","0","","","30","20252","0100",""
"CMPSC   598  -1","0","","","30","20252","0100",""
"CMPSC   599  -1","0","","","15","20252","0100",""
"ANTH      2  -1","536","NWC (L&S), D (ENGR), D (L&S), NWC (ENGR)","WALSH C","575","20252","0100",""
"ANTH      2  -1","20","NWC (L&S), D (ENGR), D (L&S), NWC (ENGR)","COBB E E","20","20252","0101",""
"ANTH      2  -1","19","NWC (L&S), D (ENGR), D (L&S), NWC (ENGR)","USMAN R","20","20252","0102",""
"ANTH      2  -1","16","NWC (L&S), D (ENGR), D (L&S), NWC (ENGR)","DEROSSI N","20","20252","0103",""
"ANTH      2  -1","18","NWC (L&S), D (ENGR), D (L&S), NWC (ENGR)","PARMEGGIANI C","20","20252","0104",""
"ANTH      2  -1","20","NWC (L&S), D (ENGR), D (L&S), NWC (ENGR)","PARMEGGIANI C","20","20252","0105",""
"ANTH      2  -1","17","NWC (L&S), D (ENGR), D (L&S), NWC (ENGR)","NYLEN R W","20","20252","0106",""
"ANTH      2  -1","0","NWC (L&S), D (ENGR), D (L&S), NWC (ENGR)","","20","20252","0107","Closed"
"ANTH      2  -1","19","NWC (L&S), D (ENGR), D (L&S), NWC (ENGR)","DEROSSI N","20","20252","0108",""
"ANTH      2  -1","20","NWC (L&S), D (ENGR), D (L&S), NWC (ENGR)","USMAN R","20","20252","0109",""
"ANTH      2  -1","21","NWC (L&S), D (ENGR), D (L&S), NWC (ENGR)","WADE M L","20","20252","0110",""
"ANTH      2  -1","18","NWC (L&S), D (ENGR), D (L&S), NWC (ENGR)","COBB E E","20","20252","0111",""
"ANTH      2  -1","19","NWC (L&S), D (ENGR), D (L&S), NWC (ENGR)","DEROSSI N","20","20252","0112",""
"ANTH      2  -1","19","NWC (L&S), D (ENGR), D (L&S), NWC (ENGR)","LINVILLE D D","20","20252","0113",""
"ANTH      2  -1","20","NWC (L&S), D (ENGR), D (L&S), NWC (ENGR)","IOANNIDES M J","20","20252","0114",""
"ANTH      2  -1","20","NWC (L&S), D (ENGR), D (L&S), NWC (ENGR)","KILGALLEN J A","20","20252","0115",""
"ANTH      2  -1","20","NWC (L&S), D (ENGR), D (L&S), NWC (ENGR)","KILGALLEN J A","20","20252","0116",""
"ANTH      2  -1","18","NWC (L&S), D (ENGR), D (L&S), NWC (ENGR)","NYLEN R W","20","20252","0117",""
"ANTH      2  -1","19","NWC (L&S), D (ENGR), D (L&S), NWC (ENGR)","IOANNIDES M J","20","20252","0118",""
"ANTH      2  -1","20","NWC (L&S), D (ENGR), D (L&S), NWC (ENGR)","SEKUSHINA Y","20","20252","0119",""
"ANTH      2  -1","20","NWC (L&S), D (ENGR), D (L&S), NWC (ENGR)","LINVILLE D D","20","20252","0120",""
"ANTH      2  -1","20","NWC (L&S), D (ENGR), D (L&S), NWC (ENGR)","SEKUSHINA Y","20","20252","0121",""
"ANTH      2  -1","0","NWC (L&S), D (ENGR), D (L&S), NWC (ENGR)","","20","20252","0122","Closed"
"ANTH      2  -1","15","NWC (L&S), D (ENGR), D (L&S), NWC (ENGR)","PARMEGGIANI C","20","20252","0123",""
"ANTH      2  -1","19","NWC (L&S), D (ENGR), D (L&S), NWC (ENGR)","KILGALLEN J A","20","20252","0124",""
"ANTH      2  -1","20","NWC (L&S), D (ENGR), D (L&S), NWC (ENGR)","NYLEN R W","20","20252","0125",""
"ANTH      2  -1","19","NWC (L&S), D (ENGR), D (L&S), NWC (ENGR)","IOANNIDES M J","20","20252","0126",""
"ANTH      2  -1","20","NWC (L&S), D (ENGR), D (L&S), NWC (ENGR)","COBB E E","20","20252","0127",""
"ANTH      2  -1","20","NWC (L&S), D (ENGR), D (L&S), NWC (ENGR)","USMAN R","20","20252","0128",""
"ANTH      2  -1","20","NWC (L&S), D (ENGR), D (L&S), NWC (ENGR)","SEKUSHINA Y","20","20252","0129",""
"ANTH      2  -1","20","NWC (L&S), D (ENGR), D (L&S), NWC (ENGR)","LINVILLE D D","20","20252","0130",""
"ANTH      2  -1","0","NWC (L&S), D (ENGR), D (L&S), NWC (ENGR)","","20","20252","0131","Closed"
"ANTH      3  -1","466","D (L&S), D (ENGR), NWC (L&S), WRT (ENGR), WRT (L&S), NWC (ENGR)","MCCLURE S B","475","20252","0100",""
"ANTH      3  -1","25","D (L&S), D (ENGR), NWC (L&S), WRT (ENGR), WRT (L&S), NWC (ENGR)","HOFFMAN A J","25","20252","0101",""
"ANTH      3  -1","27","D (L&S), D (ENGR), NWC (L&S), WRT (ENGR), WRT (L&S), NWC (ENGR)","STEHR K","25","20252","0102",""
"ANTH      3  -1","24","D (L&S), D (ENGR), NWC (L&S), WRT (ENGR), WRT (L&S), NWC (ENGR)","DEGNAN B K","25","20252","0103",""
"ANTH      3  -1","25","D (L&S), D (ENGR), NWC (L&S), WRT (ENGR), WRT (L&S), NWC (ENGR)","CARABALLO-SAN","25","20252","0104",""
"ANTH      3  -1","25","D (L&S), D (ENGR), NWC (L&S), WRT (ENGR), WRT (L&S), NWC (ENGR)","MITCHELL S T","25","20252","0105",""
"ANTH      3  -1","21","D (L&S), D (ENGR), NWC (L&S), WRT (ENGR), WRT (L&S), NWC (ENGR)","BUORO Y","25","20252","0106",""
"ANTH      3  -1","25","D (L&S), D (ENGR), NWC (L&S), WRT (ENGR), WRT (L&S), NWC (ENGR)","MITCHELL S T","25","20252","0107",""
"ANTH      3  -1","25","D (L&S), D (ENGR), NWC (L&S), WRT (ENGR), WRT (L&S), NWC (ENGR)","BUORO Y","25","20252","0108",""
"ANTH      3  -1","25","D (L&S), D (ENGR), NWC (L&S), WRT (ENGR), WRT (L&S), NWC (ENGR)","NOE S J","25","20252","0109",""
"ANTH      3  -1","24","D (L&S), D (ENGR), NWC (L&S), WRT (ENGR), WRT (L&S), NWC (ENGR)","CARABALLO-SAN","25","20252","0110",""
"ANTH      3  -1","25","D (L&S), D (ENGR), NWC (L&S), WRT (ENGR), WRT (L&S), NWC (ENGR)","ASPENGREN S E","25","20252","0111",""
"ANTH      3  -1","25","D (L&S), D (ENGR), NWC (L&S), WRT (ENGR), WRT (L&S), NWC (ENGR)","ASPENGREN S E","25","20252","0112",""
"ANTH      3  -1","25","D (L&S), D (ENGR), NWC (L&S), WRT (ENGR), WRT (L&S), NWC (ENGR)","HOFFMAN A J","25","20252","0113",""
"ANTH      3  -1","25","D (L&S), D (ENGR), NWC (L&S), WRT (ENGR), WRT (L&S), NWC (ENGR)","HOFFMAN A J","25","20252","0114",""
"ANTH      3  -1","25","D (L&S), D (ENGR), NWC (L&S), WRT (ENGR), WRT (L&S), NWC (ENGR)","NOE S J","25","20252","0115",""
"ANTH      3  -1","24","D (L&S), D (ENGR), NWC (L&S), WRT (ENGR), WRT (L&S), NWC (ENGR)","LOBIONDO M V","25","20252","0116",""
"ANTH      3  -1","23","D (L&S), D (ENGR), NWC (L&S), WRT (ENGR), WRT (L&S), NWC (ENGR)","DEGNAN B K","25","20252","0117",""
"ANTH      9  -1","33","","THOMPSON GONZ","60","20252","0100",""
"ANTH      9  -1","10","","SALAMANGO J A","20","20252","0101",""
"ANTH     99  -1","0","","","30","20252","0100",""
"ANTH    113  -1","74","","SALDIVAR TANA, MENDOZA CHAVE","80","20252","0100",""
"ANTH    130  -1","44","","LAWSON D W","40","20252","0100",""
"ANTH    132  -1","36","","JARADA M M","40","20252","0100",""
"ANTH    138TS-1","81","E (L&S), NWC (L&S), E (ENGR), NWC (ENGR), WRT (L&S), WRT (ENGR)","SMITH S T, CONSOLA K M","80","20252","0100",""
"ANTH    178  -1","3","","","0","20252","0100",""
"ANTH    180  -1","19","","SMITH S T","20","20252","0100",""
"ANTH    183  -1","1","","VANDERWARKER","5","20252","0100",""
"ANTH    190  -1","0","","","15","20252","0100",""
"ANTH    193  -1","54","","VANDERWARKER","50","20252","0100",""
"ANTH    194  -1","0","","","5","20252","0100",""
"ANTH    194P -1","0","","","30","20252","0100",""
"ANTH    195A -1","17","","VANDERWARKER","20","20252","0100",""
"ANTH    195B -1","0","","","5","20252","0100",""
"ANTH    195C -1","0","","","10","20252","0100",""
"ANTH    197ES-1","29","","SALDIVAR TANA","30","20252","0100",""
"ANTH    198  -1","0","","","5","20252","0100",""
"ANTH    199  -1","0","","","30","20252","0100",""
"ANTH    199RA-1","0","","","50","20252","0100",""
"ANTH    206GW-1","6","","WILSON G D","20","20252","0100",""
"ANTH    241  -1","5","","BODDY A M","15","20252","0100",""
"ANTH    245IA-1","7","","GURVEN M D","10","20252","0100",""
"ANTH    266  -1","6","","SALDIVAR TANA","15","20252","0100",""
"ANTH    501  -1","0","","","20","20252","0100",""
"ANTH    594  -1","0","","","10","20252","0100",""
"ANTH    596  -1","0","","","30","20252","0100",""
"ANTH    597  -1","0","","","10","20252","0100",""
"ANTH    598  -1","0","","","15","20252","0100",""
"ANTH    599  -1","0","","","30","20252","0100",""
"ART  CS 101  -1","16","","GARCIA K","15","20252","0100",""
"ART  CS 107  -1","11","","DJOUINI I","10","20252","0100",""
"ART  CS 107  -2","11","","IGNON M E","12","20252","0200",""
"ART  CS 107  -3","6","","PURUGGANAN L","10","20252","0300",""
"ART  CS 120  -1","11","","PURUGGANAN L","12","20252","0100",""
"ART  CS 199  -1","0","","FULBECK L K","1","20252","0100",""
"ART  CS 199  -2","2","","PITCHER H","4","20252","0200",""
"ART  CS 199  -3","3","","GARCIA K","2","20252","0300",""
"ART  CS 199  -4","0","","DJOUINI I","1","20252","0400",""
"ART  CS 199  -5","1","","DJOUINI I","1","20252","0500",""
"ART  CS 199  -6","0","","DJOUINI I","1","20252","0600",""
"ART  CS 199  -7","0","","","1","20252","0700",""
"ART  CS 199  -8","0","","","1","20252","0800",""
"ART  CS 199  -9","0","","","1","20252","0900",""
"ART  CS 199  -10","0","","","1","20252","1000",""
"ARTHI     5A -1","338","F (L&S), WRT (L&S), F (ENGR), WRT (ENGR)","CHATTOPADHYAY","350","20252","0100",""
"ARTHI     5A -1","22","F (L&S), WRT (L&S), F (ENGR), WRT (ENGR)","VAN DOORNE T","25","20252","0101",""
"ARTHI     5A -1","25","F (L&S), WRT (L&S), F (ENGR), WRT (ENGR)","VAN DOORNE T","25","20252","0102",""
"ARTHI     5A -1","23","F (L&S), WRT (L&S), F (ENGR), WRT (ENGR)","CHEN JIAQI","25","20252","0103",""
"ARTHI     5A -1","25","F (L&S), WRT (L&S), F (ENGR), WRT (ENGR)","CHEN JIAQI","25","20252","0104",""
"ARTHI     5A -1","22","F (L&S), WRT (L&S), F (ENGR), WRT (ENGR)","CLARK R","25","20252","0105",""
"ARTHI     5A -1","25","F (L&S), WRT (L&S), F (ENGR), WRT (ENGR)","LUCKMANN A","25","20252","0106",""
"ARTHI     5A -1","24","F (L&S), WRT (L&S), F (ENGR), WRT (ENGR)","LUCKMANN A","25","20252","0107",""
"ARTHI     5A -1","24","F (L&S), WRT (L&S), F (ENGR), WRT (ENGR)","CLARK R","25","20252","0108",""
"ARTHI     5A -1","25","F (L&S), WRT (L&S), F (ENGR), WRT (ENGR)","SHEARD M","25","20252","0109",""
"ARTHI     5A -1","24","F (L&S), WRT (L&S), F (ENGR), WRT (ENGR)","SHEARD M","25","20252","0110",""
"ARTHI     5A -1","23","F (L&S), WRT (L&S), F (ENGR), WRT (ENGR)","DERAFSHI A","25","20252","0111",""
"ARTHI     5A -1","26","F (L&S), WRT (L&S), F (ENGR), WRT (ENGR)","DERAFSHI A","25","20252","0112",""
"ARTHI     6H -1","174","F (L&S), WRT (L&S), F (ENGR), WRT (ENGR), NWC (L&S), NWC (ENGR)","BOSWELL A M","200","20252","0100",""
"ARTHI     6H -1","24","F (L&S), WRT (L&S), F (ENGR), WRT (ENGR), NWC (L&S), NWC (ENGR)","FAICHNEY S","25","20252","0101",""
"ARTHI     6H -1","14","F (L&S), WRT (L&S), F (ENGR), WRT (ENGR), NWC (L&S), NWC (ENGR)","FAICHNEY S","25","20252","0102",""
"ARTHI     6H -1","23","F (L&S), WRT (L&S), F (ENGR), WRT (ENGR), NWC (L&S), NWC (ENGR)","GALSTYAN A","25","20252","0103",""
"ARTHI     6H -1","20","F (L&S), WRT (L&S), F (ENGR), WRT (ENGR), NWC (L&S), NWC (ENGR)","GALSTYAN A","25","20252","0104",""
"ARTHI     6H -1","22","F (L&S), WRT (L&S), F (ENGR), WRT (ENGR), NWC (L&S), NWC (ENGR)","SALTY I","25","20252","0105",""
"ARTHI     6H -1","24","F (L&S), WRT (L&S), F (ENGR), WRT (ENGR), NWC (L&S), NWC (ENGR)","SALTY I","25","20252","0106",""
"ARTHI     6H -1","24","F (L&S), WRT (L&S), F (ENGR), WRT (ENGR), NWC (L&S), NWC (ENGR)","QIU YACONG","25","20252","0107",""
"ARTHI     6H -1","23","F (L&S), WRT (L&S), F (ENGR), WRT (ENGR), NWC (L&S), NWC (ENGR)","QIU YACONG","25","20252","0108",""
"ARTHI     6M -1","151","E (L&S), F (L&S), E (ENGR), F (ENGR), EUR (L&S), WRT (L&S), EUR (ENGR), WRT (ENGR)","MEADOW M A","150","20252","0100",""
"ARTHI     6M -1","26","E (L&S), F (L&S), E (ENGR), F (ENGR), EUR (L&S), WRT (L&S), EUR (ENGR), WRT (ENGR)","EPSTEIN R L","25","20252","0101",""
"ARTHI     6M -1","26","E (L&S), F (L&S), E (ENGR), F (ENGR), EUR (L&S), WRT (L&S), EUR (ENGR), WRT (ENGR)","EPSTEIN R L","25","20252","0102",""
"ARTHI     6M -1","24","E (L&S), F (L&S), E (ENGR), F (ENGR), EUR (L&S), WRT (L&S), EUR (ENGR), WRT (ENGR)","LIU A","25","20252","0103",""
"ARTHI     6M -1","25","E (L&S), F (L&S), E (ENGR), F (ENGR), EUR (L&S), WRT (L&S), EUR (ENGR), WRT (ENGR)","LIU A","25","20252","0104",""
"ARTHI     6M -1","26","E (L&S), F (L&S), E (ENGR), F (ENGR), EUR (L&S), WRT (L&S), EUR (ENGR), WRT (ENGR)","YINGER K V","25","20252","0105",""
"ARTHI     6M -1","24","E (L&S), F (L&S), E (ENGR), F (ENGR), EUR (L&S), WRT (L&S), EUR (ENGR), WRT (ENGR)","YINGER K V","25","20252","0106",""
"ARTHI   119G -1","50","F (L&S), F (ENGR)","BARND N B","60","20252","0100",""
"ARTHI   130G -1","52","","BOSWELL A M","60","20252","0100",""
"ARTHI   134CA-1","29","","STURMAN P C","30","20252","0100",""
"ARTHI   136Y -1","60","F (ENGR), F (L&S), F (ENGR), F (L&S)","WELTER V W","60","20252","0100",""
"ARTHI   141A -1","63","","RITTER G","60","20252","0100",""
"ARTHI   141D -1","58","F (L&S), F (ENGR)","PAUL C","60","20252","0100",""
"ARTHI   186H -1","15","WRT (L&S), WRT (ENGR)","PAUL C","15","20252","0100",""
"ARTHI   186Q -1","11","WRT (L&S), WRT (ENGR)","KHOURY N N","15","20252","0100",""
"ARTHI   186T -1","15","WRT (L&S), WRT (ENGR)","MCLEMORE E L","15","20252","0100",""
"ARTHI   192A -1","10","","RITTER G","10","20252","0100",""
"ARTHI   192B -1","3","","RITTER G","10","20252","0100",""
"ARTHI   192C -1","6","","SORKIN JENNI","10","20252","0100",""
"ARTHI   192D -1","0","","","5","20252","0100",""
"ARTHI   192E -1","0","","","10","20252","0100",""
"ARTHI   199  -1","0","","","5","20252","0100",""
"ARTHI   199RA-1","0","","","5","20252","0100",""
"ARTHI   200A -1","4","","OGBECHIE S O","15","20252","0100",""
"ARTHI   255G -1","6","","MEADOW M A","10","20252","0100",""
"ARTHI   265  -1","11","","CHATTOPADHYAY","10","20252","0100",""
"ARTHI   295  -1","0","","","10","20252","0100",""
"ARTHI   500  -1","0","","","15","20252","0100",""
"ARTHI   595  -1","0","","","10","20252","0100",""
"ARTHI   596  -1","0","","","5","20252","0100",""
"ARTHI   597  -1","0","","","10","20252","0100",""
"ARTHI   598  -1","0","","","5","20252","0100",""
"ARTHI   599  -1","0","","","10","20252","0100",""
"AS AM     8  -1","216","ETH (CRST), D (ENGR), D (L&S), ETH (L&S), ETH (ENGR)","CHO A","216","20252","0100","Closed"
"AS AM     8  -1","25","ETH (CRST), D (ENGR), D (L&S), ETH (L&S), ETH (ENGR)","WANG T J","24","20252","0101",""
"AS AM     8  -1","23","ETH (CRST), D (ENGR), D (L&S), ETH (L&S), ETH (ENGR)","WANG T J","24","20252","0102",""
"AS AM     8  -1","25","ETH (CRST), D (ENGR), D (L&S), ETH (L&S), ETH (ENGR)","WANG T J","24","20252","0103",""
"AS AM     8  -1","23","ETH (CRST), D (ENGR), D (L&S), ETH (L&S), ETH (ENGR)","SHAH N","24","20252","0104",""
"AS AM     8  -1","25","ETH (CRST), D (ENGR), D (L&S), ETH (L&S), ETH (ENGR)","SHAH N","24","20252","0105",""
"AS AM     8  -1","25","ETH (CRST), D (ENGR), D (L&S), ETH (L&S), ETH (ENGR)","SHAH N","24","20252","0106",""
"AS AM     8  -1","25","ETH (CRST), D (ENGR), D (L&S), ETH (L&S), ETH (ENGR)","MA Y","24","20252","0107",""
"AS AM     8  -1","22","ETH (CRST), D (ENGR), D (L&S), ETH (L&S), ETH (ENGR)","MA Y","24","20252","0108",""
"AS AM     8  -1","23","ETH (CRST), D (ENGR), D (L&S), ETH (L&S), ETH (ENGR)","MA Y","24","20252","0109",""
"AS AM    71  -1","58","E (ENGR), E (L&S), ETH (CRST), ETH (ENGR), ETH (L&S)","BUSTO R V","60","20252","0100",""
"AS AM    71  -1","7","E (ENGR), E (L&S), ETH (CRST), ETH (ENGR), ETH (L&S)","BAOAGUDAMU U","7","20252","0101",""
"AS AM    71  -1","7","E (ENGR), E (L&S), ETH (CRST), ETH (ENGR), ETH (L&S)","BAOAGUDAMU U","7","20252","0102",""
"AS AM    71  -1","6","E (ENGR), E (L&S), ETH (CRST), ETH (ENGR), ETH (L&S)","BAOAGUDAMU U","7","20252","0103",""
"AS AM    71  -1","7","E (ENGR), E (L&S), ETH (CRST), ETH (ENGR), ETH (L&S)","TORIBIO S G","7","20252","0104",""
"AS AM    71  -1","6","E (ENGR), E (L&S), ETH (CRST), ETH (ENGR), ETH (L&S)","TORIBIO S G","7","20252","0105",""
"AS AM    71  -1","6","E (ENGR), E (L&S), ETH (CRST), ETH (ENGR), ETH (L&S)","TORIBIO S G","7","20252","0106",""
"AS AM    71  -1","7","E (ENGR), E (L&S), ETH (CRST), ETH (ENGR), ETH (L&S)","HICKMAN M E","6","20252","0107",""
"AS AM    71  -1","6","E (ENGR), E (L&S), ETH (CRST), ETH (ENGR), ETH (L&S)","HICKMAN M E","6","20252","0108",""
